"Localidades";"Períodos";"População de 0 a 3 Anos";"Cód. IBGE"
"Rio Pequeno";"2014";"8040";
"Rio Pequeno";"2015";"8674";
"Rio Pequeno";"2016";"8351";
"Rio Pequeno";"2017";"8021";
"Sacomã";"2006";"13625";
"Sacomã";"2007";"13357";
"Sacomã";"2008";"13088";
"Sacomã";"2009";"12814";
"Sacomã";"2010";"12539";
"Sacomã";"2011";"12773";
"Sacomã";"2012";"13002";
"Sacomã";"2013";"13223";
"Sacomã";"2014";"13442";
"Sacomã";"2015";"13654";
"Sacomã";"2016";"13392";
"Sacomã";"2017";"13132";
"Santa Cecília";"2006";"2960";
"Santa Cecília";"2007";"2942";
"Santa Cecília";"2008";"2922";
"Santa Cecília";"2009";"2901";
"Santa Cecília";"2010";"2876";
"Santa Cecília";"2011";"3109";
"Santa Cecília";"2012";"3357";
"Santa Cecília";"2013";"3619";
"Santa Cecília";"2014";"3897";
"Santa Cecília";"2015";"4186";
"Santa Cecília";"2016";"4075";
"Santa Cecília";"2017";"3956";
"Santana";"2006";"4418";
"Santana";"2007";"4315";
"Santana";"2008";"4214";
"Santana";"2009";"4115";
"Santana";"2010";"4017";
"Santana";"2011";"4251";
"Santana";"2012";"4495";
"Santana";"2013";"4747";
"Santana";"2014";"5007";
"Santana";"2015";"5279";
"Santana";"2016";"5108";
"Santana";"2017";"4932";
"Santo Amaro";"2006";"2412";
"Santo Amaro";"2007";"2474";
"Santo Amaro";"2008";"2532";
"Santo Amaro";"2009";"2591";
"Santo Amaro";"2010";"2645";
"Santo Amaro";"2011";"2729";
"Santo Amaro";"2012";"2814";
"Santo Amaro";"2013";"2901";
"Santo Amaro";"2014";"2984";
"Santo Amaro";"2015";"3077";
"Santo Amaro";"2016";"2981";
"Santo Amaro";"2017";"2894";
"São Domingos";"2006";"4673";
"São Domingos";"2007";"4549";
"São Domingos";"2008";"4427";
"São Domingos";"2009";"4304";
"São Domingos";"2010";"4188";
"São Domingos";"2011";"4241";
"São Domingos";"2012";"4291";
"São Domingos";"2013";"4342";
"São Domingos";"2014";"4391";
"São Domingos";"2015";"4437";
"São Domingos";"2016";"4338";
"São Domingos";"2017";"4240";
"São Lucas";"2006";"7104";
"São Lucas";"2007";"6961";
"São Lucas";"2008";"6819";
"São Lucas";"2009";"6672";
"São Lucas";"2010";"6527";
"São Lucas";"2011";"6543";
"São Lucas";"2012";"6559";
"São Lucas";"2013";"6569";
"São Lucas";"2014";"6576";
"São Lucas";"2015";"6579";
"São Lucas";"2016";"6478";
"São Lucas";"2017";"6375";
"São Mateus";"2006";"9304";
"São Mateus";"2007";"8977";
"São Mateus";"2008";"8646";
"São Mateus";"2009";"8323";
"São Mateus";"2010";"8022";
"São Mateus";"2011";"8287";
"São Mateus";"2012";"8553";
"São Mateus";"2013";"8821";
"São Mateus";"2014";"9084";
"São Mateus";"2015";"9353";
"São Mateus";"2016";"9100";
"São Mateus";"2017";"8849";
"São Miguel";"2006";"5652";
"São Miguel";"2007";"5402";
"São Miguel";"2008";"5154";
"São Miguel";"2009";"4914";
"São Miguel";"2010";"4698";
"São Miguel";"2011";"5008";
"São Miguel";"2012";"5331";
"São Miguel";"2013";"5668";
"São Miguel";"2014";"6018";
"São Miguel";"2015";"6381";
"São Miguel";"2016";"6168";
"São Miguel";"2017";"5949";
"São Rafael";"2006";"9704";
"São Rafael";"2007";"9464";
"São Rafael";"2008";"9229";
"São Rafael";"2009";"8995";
"São Rafael";"2010";"8752";
"São Rafael";"2011";"8811";
"São Rafael";"2012";"8864";
"São Rafael";"2013";"8910";
"São Rafael";"2014";"8945";
"São Rafael";"2015";"8977";
"São Rafael";"2016";"8935";
"São Rafael";"2017";"8890";
"Sapopemba";"2006";"17481";
"Sapopemba";"2007";"16898";
"Sapopemba";"2008";"16327";
"Sapopemba";"2009";"15768";
"Sapopemba";"2010";"15246";
"Sapopemba";"2011";"15636";
"Sapopemba";"2012";"16020";
"Sapopemba";"2013";"16404";
"Sapopemba";"2014";"16784";
"Sapopemba";"2015";"17154";
"Sapopemba";"2016";"16768";
"Sapopemba";"2017";"16380";
"Saúde";"2006";"4590";
"Saúde";"2007";"4581";
"Saúde";"2008";"4570";
"Saúde";"2009";"4555";
"Saúde";"2010";"4538";
"Saúde";"2011";"4745";
"Saúde";"2012";"4956";
"Saúde";"2013";"5172";
"Saúde";"2014";"5391";
"Saúde";"2015";"5610";
"Saúde";"2016";"5429";
"Saúde";"2017";"5242";
"Sé";"2006";"1031";
"Sé";"2007";"1004";
"Sé";"2008";"979";
"Sé";"2009";"950";
"Sé";"2010";"922";
"Sé";"2011";"1103";
"Sé";"2012";"1305";
"Sé";"2013";"1538";
"Sé";"2014";"1798";
"Sé";"2015";"2088";
"Sé";"2016";"1995";
"Sé";"2017";"1892";
"Socorro";"2006";"1505";3552106
"Socorro";"2007";"1473";3552106
"Socorro";"2008";"1439";3552106
"Socorro";"2009";"1399";3552106
"Socorro";"2010";"1363";3552106
"Socorro";"2011";"1447";3552106
"Socorro";"2012";"1528";3552106
"Socorro";"2013";"1614";3552106
"Socorro";"2014";"1702";3552106
"Socorro";"2015";"1792";3552106
"Socorro";"2016";"1722";3552106
"Socorro";"2017";"1655";3552106
"Tatuapé";"2006";"3254";
"Tatuapé";"2007";"3234";
"Tatuapé";"2008";"3214";
"Tatuapé";"2009";"3195";
"Tatuapé";"2010";"3164";
"Tatuapé";"2011";"3326";
"Tatuapé";"2012";"3493";
"Tatuapé";"2013";"3661";
"Tatuapé";"2014";"3837";
"Tatuapé";"2015";"4015";
"Tatuapé";"2016";"3915";
"Tatuapé";"2017";"3814";
"Tremembé";"2006";"11490";3554805
"Tremembé";"2007";"11274";3554805
"Tremembé";"2008";"11047";3554805
"Tremembé";"2009";"10818";3554805
"Tremembé";"2010";"10589";3554805
"Tremembé";"2011";"11134";3554805
"Tremembé";"2012";"11696";3554805
"Tremembé";"2013";"12275";3554805
"Tremembé";"2014";"12873";3554805
"Tremembé";"2015";"13486";3554805
"Tremembé";"2016";"13317";3554805
"Tremembé";"2017";"13139";3554805
"Tucuruvi";"2006";"4007";
"Tucuruvi";"2007";"3909";
"Tucuruvi";"2008";"3816";
"Tucuruvi";"2009";"3721";
"Tucuruvi";"2010";"3632";
"Tucuruvi";"2011";"3751";
"Tucuruvi";"2012";"3873";
"Tucuruvi";"2013";"3995";
"Tucuruvi";"2014";"4122";
"Tucuruvi";"2015";"4243";
"Tucuruvi";"2016";"4131";
"Tucuruvi";"2017";"4020";
"Vila Andrade";"2006";"7740";
"Vila Andrade";"2007";"7859";
"Vila Andrade";"2008";"7962";
"Vila Andrade";"2009";"8046";
"Vila Andrade";"2010";"8072";
"Vila Andrade";"2011";"8129";
"Vila Andrade";"2012";"8185";
"Vila Andrade";"2013";"8230";
"Vila Andrade";"2014";"8267";
"Vila Andrade";"2015";"8302";
"Vila Andrade";"2016";"8349";
"Vila Andrade";"2017";"8400";
"Vila Curuçá";"2006";"9949";
"Vila Curuçá";"2007";"9538";
"Vila Curuçá";"2008";"9135";
"Vila Curuçá";"2009";"8745";
"Vila Curuçá";"2010";"8374";
"Vila Curuçá";"2011";"8516";
"Vila Curuçá";"2012";"8652";
"Vila Curuçá";"2013";"8780";
"Vila Curuçá";"2014";"8903";
"Vila Curuçá";"2015";"9023";
"Vila Curuçá";"2016";"8899";
"Vila Curuçá";"2017";"8772";
"Vila Formosa";"2006";"4279";
"Vila Formosa";"2007";"4173";
"Vila Formosa";"2008";"4070";
"Vila Formosa";"2009";"3967";
"Vila Formosa";"2010";"3869";
"Vila Formosa";"2011";"3949";
"Vila Formosa";"2012";"4027";
"Vila Formosa";"2013";"4106";
"Vila Formosa";"2014";"4183";
"Vila Formosa";"2015";"4260";
"Vila Formosa";"2016";"4179";
"Vila Formosa";"2017";"4098";
"Vila Guilherme";"2006";"2335";
"Vila Guilherme";"2007";"2330";
"Vila Guilherme";"2008";"2322";
"Vila Guilherme";"2009";"2314";
"Vila Guilherme";"2010";"2304";
"Vila Guilherme";"2011";"2489";
"Vila Guilherme";"2012";"2686";
"Vila Guilherme";"2013";"2892";
"Vila Guilherme";"2014";"3109";
"Vila Guilherme";"2015";"3336";
"Vila Guilherme";"2016";"3216";
"Vila Guilherme";"2017";"3099";
"Vila Jacuí";"2006";"9765";
"Vila Jacuí";"2007";"9382";
"Vila Jacuí";"2008";"9011";
"Vila Jacuí";"2009";"8649";
"Vila Jacuí";"2010";"8315";
"Vila Jacuí";"2011";"8150";
"Vila Jacuí";"2012";"7988";
"Vila Jacuí";"2013";"7816";
"Vila Jacuí";"2014";"7644";
"Vila Jacuí";"2015";"7472";
"Vila Jacuí";"2016";"7443";
"Vila Jacuí";"2017";"7412";
"Vila Leopoldina";"2006";"1675";
"Vila Leopoldina";"2007";"1736";
"Vila Leopoldina";"2008";"1793";
"Vila Leopoldina";"2009";"1850";
"Vila Leopoldina";"2010";"1895";
"Vila Leopoldina";"2011";"1915";
"Vila Leopoldina";"2012";"1934";
"Vila Leopoldina";"2013";"1952";
"Vila Leopoldina";"2014";"1968";
"Vila Leopoldina";"2015";"1984";
"Vila Leopoldina";"2016";"1938";
"Vila Leopoldina";"2017";"1891";
"Vila Maria";"2006";"6557";
"Vila Maria";"2007";"6349";
"Vila Maria";"2008";"6155";
"Vila Maria";"2009";"5969";
"Vila Maria";"2010";"5787";
"Vila Maria";"2011";"6072";
"Vila Maria";"2012";"6366";
"Vila Maria";"2013";"6662";
"Vila Maria";"2014";"6964";
"Vila Maria";"2015";"7271";
"Vila Maria";"2016";"7054";
"Vila Maria";"2017";"6834";
"Vila Mariana";"2006";"4124";
"Vila Mariana";"2007";"4086";
"Vila Mariana";"2008";"4043";
"Vila Mariana";"2009";"3998";
"Vila Mariana";"2010";"3954";
"Vila Mariana";"2011";"4196";
"Vila Mariana";"2012";"4446";
"Vila Mariana";"2013";"4700";
"Vila Mariana";"2014";"4958";
"Vila Mariana";"2015";"5220";
"Vila Mariana";"2016";"5109";
"Vila Mariana";"2017";"4987";
"Vila Matilde";"2006";"5092";
"Vila Matilde";"2007";"4984";
"Vila Matilde";"2008";"4874";
"Vila Matilde";"2009";"4763";
"Vila Matilde";"2010";"4655";
"Vila Matilde";"2011";"4742";
"Vila Matilde";"2012";"4827";
"Vila Matilde";"2013";"4912";
"Vila Matilde";"2014";"4997";
"Vila Matilde";"2015";"5080";
"Vila Matilde";"2016";"4968";
"Vila Matilde";"2017";"4855";
"Vila Medeiros";"2006";"7116";
"Vila Medeiros";"2007";"6883";
"Vila Medeiros";"2008";"6650";
"Vila Medeiros";"2009";"6424";
"Vila Medeiros";"2010";"6218";
"Vila Medeiros";"2011";"6416";
"Vila Medeiros";"2012";"6617";
"Vila Medeiros";"2013";"6820";
"Vila Medeiros";"2014";"7021";
"Vila Medeiros";"2015";"7225";
"Vila Medeiros";"2016";"7000";
"Vila Medeiros";"2017";"6775";
"Vila Prudente";"2006";"4775";
"Vila Prudente";"2007";"4678";
"Vila Prudente";"2008";"4579";
"Vila Prudente";"2009";"4486";
"Vila Prudente";"2010";"4395";
"Vila Prudente";"2011";"4487";
"Vila Prudente";"2012";"4580";
"Vila Prudente";"2013";"4673";
"Vila Prudente";"2014";"4764";
"Vila Prudente";"2015";"4853";
"Vila Prudente";"2016";"4743";
"Vila Prudente";"2017";"4635";
"Vila Sônia";"2006";"5412";
"Vila Sônia";"2007";"5375";
"Vila Sônia";"2008";"5333";
"Vila Sônia";"2009";"5287";
"Vila Sônia";"2010";"5228";
"Vila Sônia";"2011";"5535";
"Vila Sônia";"2012";"5853";
"Vila Sônia";"2013";"6186";
"Vila Sônia";"2014";"6531";
"Vila Sônia";"2015";"6888";
"Vila Sônia";"2016";"6718";
"Vila Sônia";"2017";"6540";
