DISTRITO,MAT_CRECHE,DEM_CRECHE,ANO,MES_ANO_REF,DISTRITO_F,TOTAL,SIGLA_DIST
AGUA RASA,573.0,505.0,2006.0,jun-06,Água Rasa,3468,ARA
AGUA RASA,626.0,583.0,2006.0,set-06,Água Rasa,3468,ARA
AGUA RASA,634.0,683.0,2006.0,dez-06,Água Rasa,3468,ARA
AGUA RASA,654.0,523.0,2007.0,mar-07,Água Rasa,3395,ARA
AGUA RASA,662.0,467.0,2007.0,jun-07,Água Rasa,3395,ARA
AGUA RASA,659.0,713.0,2007.0,set-07,Água Rasa,3395,ARA
AGUA RASA,723.0,360.0,2007.0,dez-07,Água Rasa,3395,ARA
AGUA RASA,722.0,192.0,2008.0,mar-08,Água Rasa,3325,ARA
AGUA RASA,772.0,246.0,2008.0,jun-08,Água Rasa,3325,ARA
AGUA RASA,777.0,358.0,2008.0,set-08,Água Rasa,3325,ARA
AGUA RASA,767.0,135.0,2008.0,dez-08,Água Rasa,3325,ARA
AGUA RASA,739.0,136.0,2009.0,mar-09,Água Rasa,3251,ARA
AGUA RASA,745.0,108.0,2009.0,jun-09,Água Rasa,3251,ARA
AGUA RASA,733.0,167.0,2009.0,set-09,Água Rasa,3251,ARA
AGUA RASA,732.0,234.0,2009.0,dez-09,Água Rasa,3251,ARA
AGUA RASA,683.0,256.0,2010.0,mar-10,Água Rasa,3184,ARA
AGUA RASA,691.0,348.0,2010.0,jun-10,Água Rasa,3184,ARA
AGUA RASA,693.0,478.0,2010.0,set-10,Água Rasa,3184,ARA
AGUA RASA,684.0,455.0,2010.0,dez-10,Água Rasa,3184,ARA
AGUA RASA,818.0,504.0,2011.0,mar-11,Água Rasa,3348,ARA
AGUA RASA,820.0,566.0,2011.0,jun-11,Água Rasa,3348,ARA
AGUA RASA,826.0,690.0,2011.0,set-11,Água Rasa,3348,ARA
AGUA RASA,818.0,358.0,2011.0,dez-11,Água Rasa,3348,ARA
AGUA RASA,879.0,416.0,2012.0,mar-12,Água Rasa,3516,ARA
AGUA RASA,880.0,506.0,2012.0,jun-12,Água Rasa,3516,ARA
AGUA RASA,886.0,612.0,2012.0,set-12,Água Rasa,3516,ARA
AGUA RASA,884.0,280.0,2012.0,dez-12,Água Rasa,3516,ARA
AGUA RASA,812.0,328.0,2013.0,mar-13,Água Rasa,3689,ARA
AGUA RASA,822.0,409.0,2013.0,jun-13,Água Rasa,3689,ARA
AGUA RASA,828.0,531.0,2013.0,set-13,Água Rasa,3689,ARA
AGUA RASA,913.0,211.0,2013.0,dez-13,Água Rasa,3689,ARA
AGUA RASA,920.0,258.0,2014.0,mar-14,Água Rasa,3871,ARA
AGUA RASA,922.0,311.0,2014.0,jun-14,Água Rasa,3871,ARA
AGUA RASA,922.0,434.0,2014.0,set-14,Água Rasa,3871,ARA
AGUA RASA,918.0,226.0,2014.0,dez-14,Água Rasa,3871,ARA
AGUA RASA,949.0,228.0,2015.0,mar-15,Água Rasa,4054,ARA
AGUA RASA,957.0,330.0,2015.0,jun-15,Água Rasa,4054,ARA
AGUA RASA,958.0,446.0,2015.0,set-15,Água Rasa,4054,ARA
AGUA RASA,960.0,178.0,2015.0,dez-15,Água Rasa,4054,ARA
AGUA RASA,1042.0,187.0,2016.0,mar-16,Água Rasa,3912,ARA
AGUA RASA,1050.0,217.0,2016.0,jun-16,Água Rasa,3912,ARA
AGUA RASA,1054.0,312.0,2016.0,set-16,Água Rasa,3912,ARA
AGUA RASA,1053.0,116.0,2016.0,dez-16,Água Rasa,3912,ARA
AGUA RASA,1016.0,253.0,2017.0,mar-17,Água Rasa,3772,ARA
AGUA RASA,1018.0,319.0,2017.0,jun-17,Água Rasa,3772,ARA
AGUA RASA,1019.0,440.0,2017.0,set-17,Água Rasa,3772,ARA
AGUA RASA,1045.0,102.0,2017.0,dez-17,Água Rasa,3772,ARA
ALTO DE PINHEIROS,236.0,64.0,2006.0,jun-06,Alto de Pinheiros,1454,API
ALTO DE PINHEIROS,244.0,105.0,2006.0,set-06,Alto de Pinheiros,1454,API
ALTO DE PINHEIROS,248.0,170.0,2006.0,dez-06,Alto de Pinheiros,1454,API
ALTO DE PINHEIROS,265.0,158.0,2007.0,mar-07,Alto de Pinheiros,1450,API
ALTO DE PINHEIROS,289.0,146.0,2007.0,jun-07,Alto de Pinheiros,1450,API
ALTO DE PINHEIROS,292.0,272.0,2007.0,set-07,Alto de Pinheiros,1450,API
ALTO DE PINHEIROS,290.0,129.0,2007.0,dez-07,Alto de Pinheiros,1450,API
ALTO DE PINHEIROS,254.0,155.0,2008.0,mar-08,Alto de Pinheiros,1437,API
ALTO DE PINHEIROS,252.0,158.0,2008.0,jun-08,Alto de Pinheiros,1437,API
ALTO DE PINHEIROS,256.0,184.0,2008.0,set-08,Alto de Pinheiros,1437,API
ALTO DE PINHEIROS,257.0,31.0,2008.0,dez-08,Alto de Pinheiros,1437,API
ALTO DE PINHEIROS,273.0,48.0,2009.0,mar-09,Alto de Pinheiros,1428,API
ALTO DE PINHEIROS,279.0,68.0,2009.0,jun-09,Alto de Pinheiros,1428,API
ALTO DE PINHEIROS,277.0,62.0,2009.0,set-09,Alto de Pinheiros,1428,API
ALTO DE PINHEIROS,280.0,54.0,2009.0,dez-09,Alto de Pinheiros,1428,API
ALTO DE PINHEIROS,222.0,73.0,2010.0,mar-10,Alto de Pinheiros,1421,API
ALTO DE PINHEIROS,241.0,91.0,2010.0,jun-10,Alto de Pinheiros,1421,API
ALTO DE PINHEIROS,259.0,133.0,2010.0,set-10,Alto de Pinheiros,1421,API
ALTO DE PINHEIROS,259.0,69.0,2010.0,dez-10,Alto de Pinheiros,1421,API
ALTO DE PINHEIROS,385.0,99.0,2011.0,mar-11,Alto de Pinheiros,1422,API
ALTO DE PINHEIROS,381.0,121.0,2011.0,jun-11,Alto de Pinheiros,1422,API
ALTO DE PINHEIROS,372.0,163.0,2011.0,set-11,Alto de Pinheiros,1422,API
ALTO DE PINHEIROS,368.0,44.0,2011.0,dez-11,Alto de Pinheiros,1422,API
ALTO DE PINHEIROS,385.0,52.0,2012.0,mar-12,Alto de Pinheiros,1419,API
ALTO DE PINHEIROS,385.0,73.0,2012.0,jun-12,Alto de Pinheiros,1419,API
ALTO DE PINHEIROS,384.0,116.0,2012.0,set-12,Alto de Pinheiros,1419,API
ALTO DE PINHEIROS,383.0,35.0,2012.0,dez-12,Alto de Pinheiros,1419,API
ALTO DE PINHEIROS,368.0,43.0,2013.0,mar-13,Alto de Pinheiros,1422,API
ALTO DE PINHEIROS,369.0,78.0,2013.0,jun-13,Alto de Pinheiros,1422,API
ALTO DE PINHEIROS,367.0,133.0,2013.0,set-13,Alto de Pinheiros,1422,API
ALTO DE PINHEIROS,365.0,28.0,2013.0,dez-13,Alto de Pinheiros,1422,API
ALTO DE PINHEIROS,376.0,52.0,2014.0,mar-14,Alto de Pinheiros,1420,API
ALTO DE PINHEIROS,380.0,80.0,2014.0,jun-14,Alto de Pinheiros,1420,API
ALTO DE PINHEIROS,379.0,108.0,2014.0,set-14,Alto de Pinheiros,1420,API
ALTO DE PINHEIROS,372.0,13.0,2014.0,dez-14,Alto de Pinheiros,1420,API
ALTO DE PINHEIROS,388.0,28.0,2015.0,mar-15,Alto de Pinheiros,1421,API
ALTO DE PINHEIROS,395.0,54.0,2015.0,jun-15,Alto de Pinheiros,1421,API
ALTO DE PINHEIROS,401.0,74.0,2015.0,set-15,Alto de Pinheiros,1421,API
ALTO DE PINHEIROS,395.0,25.0,2015.0,dez-15,Alto de Pinheiros,1421,API
ALTO DE PINHEIROS,402.0,40.0,2016.0,mar-16,Alto de Pinheiros,1379,API
ALTO DE PINHEIROS,406.0,76.0,2016.0,jun-16,Alto de Pinheiros,1379,API
ALTO DE PINHEIROS,398.0,109.0,2016.0,set-16,Alto de Pinheiros,1379,API
ALTO DE PINHEIROS,399.0,26.0,2016.0,dez-16,Alto de Pinheiros,1379,API
ALTO DE PINHEIROS,406.0,59.0,2017.0,mar-17,Alto de Pinheiros,1340,API
ALTO DE PINHEIROS,399.0,77.0,2017.0,jun-17,Alto de Pinheiros,1340,API
ALTO DE PINHEIROS,403.0,110.0,2017.0,set-17,Alto de Pinheiros,1340,API
ALTO DE PINHEIROS,404.0,43.0,2017.0,dez-17,Alto de Pinheiros,1340,API
ANHANGUERA,207.0,138.0,2006.0,jun-06,Anhanguera,4023,ANH
ANHANGUERA,235.0,259.0,2006.0,set-06,Anhanguera,4023,ANH
ANHANGUERA,247.0,424.0,2006.0,dez-06,Anhanguera,4023,ANH
ANHANGUERA,242.0,397.0,2007.0,mar-07,Anhanguera,4052,ANH
ANHANGUERA,252.0,383.0,2007.0,jun-07,Anhanguera,4052,ANH
ANHANGUERA,302.0,1023.0,2007.0,set-07,Anhanguera,4052,ANH
ANHANGUERA,325.0,398.0,2007.0,dez-07,Anhanguera,4052,ANH
ANHANGUERA,552.0,434.0,2008.0,mar-08,Anhanguera,4079,ANH
ANHANGUERA,568.0,641.0,2008.0,jun-08,Anhanguera,4079,ANH
ANHANGUERA,579.0,825.0,2008.0,set-08,Anhanguera,4079,ANH
ANHANGUERA,684.0,475.0,2008.0,dez-08,Anhanguera,4079,ANH
ANHANGUERA,796.0,411.0,2009.0,mar-09,Anhanguera,4095,ANH
ANHANGUERA,809.0,568.0,2009.0,jun-09,Anhanguera,4095,ANH
ANHANGUERA,810.0,604.0,2009.0,set-09,Anhanguera,4095,ANH
ANHANGUERA,817.0,518.0,2009.0,dez-09,Anhanguera,4095,ANH
ANHANGUERA,803.0,499.0,2010.0,mar-10,Anhanguera,4076,ANH
ANHANGUERA,813.0,691.0,2010.0,jun-10,Anhanguera,4076,ANH
ANHANGUERA,871.0,902.0,2010.0,set-10,Anhanguera,4076,ANH
ANHANGUERA,864.0,1018.0,2010.0,dez-10,Anhanguera,4076,ANH
ANHANGUERA,1073.0,1250.0,2011.0,mar-11,Anhanguera,4177,ANH
ANHANGUERA,1081.0,1483.0,2011.0,jun-11,Anhanguera,4177,ANH
ANHANGUERA,1073.0,1731.0,2011.0,set-11,Anhanguera,4177,ANH
ANHANGUERA,1077.0,968.0,2011.0,dez-11,Anhanguera,4177,ANH
ANHANGUERA,1297.0,1242.0,2012.0,mar-12,Anhanguera,4277,ANH
ANHANGUERA,1312.0,1466.0,2012.0,jun-12,Anhanguera,4277,ANH
ANHANGUERA,1315.0,1740.0,2012.0,set-12,Anhanguera,4277,ANH
ANHANGUERA,1316.0,976.0,2012.0,dez-12,Anhanguera,4277,ANH
ANHANGUERA,1239.0,1213.0,2013.0,mar-13,Anhanguera,4371,ANH
ANHANGUERA,1245.0,1503.0,2013.0,jun-13,Anhanguera,4371,ANH
ANHANGUERA,1244.0,1793.0,2013.0,set-13,Anhanguera,4371,ANH
ANHANGUERA,1244.0,1203.0,2013.0,dez-13,Anhanguera,4371,ANH
ANHANGUERA,1209.0,1423.0,2014.0,mar-14,Anhanguera,4468,ANH
ANHANGUERA,1445.0,1392.0,2014.0,jun-14,Anhanguera,4468,ANH
ANHANGUERA,1585.0,1615.0,2014.0,set-14,Anhanguera,4468,ANH
ANHANGUERA,1711.0,896.0,2014.0,dez-14,Anhanguera,4468,ANH
ANHANGUERA,2041.0,858.0,2015.0,mar-15,Anhanguera,4560,ANH
ANHANGUERA,2230.0,870.0,2015.0,jun-15,Anhanguera,4560,ANH
ANHANGUERA,2231.0,1130.0,2015.0,set-15,Anhanguera,4560,ANH
ANHANGUERA,2622.0,226.0,2015.0,dez-15,Anhanguera,4560,ANH
ANHANGUERA,2690.0,445.0,2016.0,mar-16,Anhanguera,4612,ANH
ANHANGUERA,2697.0,570.0,2016.0,jun-16,Anhanguera,4612,ANH
ANHANGUERA,2695.0,850.0,2016.0,set-16,Anhanguera,4612,ANH
ANHANGUERA,2684.0,328.0,2016.0,dez-16,Anhanguera,4612,ANH
ANHANGUERA,2658.0,534.0,2017.0,mar-17,Anhanguera,4660,ANH
ANHANGUERA,2644.0,685.0,2017.0,jun-17,Anhanguera,4660,ANH
ANHANGUERA,2653.0,904.0,2017.0,set-17,Anhanguera,4660,ANH
ANHANGUERA,2668.0,382.0,2017.0,dez-17,Anhanguera,4660,ANH
ARICANDUVA,435.0,523.0,2006.0,jun-06,Aricanduva,4737,ARI
ARICANDUVA,433.0,559.0,2006.0,set-06,Aricanduva,4737,ARI
ARICANDUVA,460.0,717.0,2006.0,dez-06,Aricanduva,4737,ARI
ARICANDUVA,440.0,538.0,2007.0,mar-07,Aricanduva,4559,ARI
ARICANDUVA,543.0,523.0,2007.0,jun-07,Aricanduva,4559,ARI
ARICANDUVA,550.0,828.0,2007.0,set-07,Aricanduva,4559,ARI
ARICANDUVA,552.0,339.0,2007.0,dez-07,Aricanduva,4559,ARI
ARICANDUVA,575.0,431.0,2008.0,mar-08,Aricanduva,4386,ARI
ARICANDUVA,642.0,562.0,2008.0,jun-08,Aricanduva,4386,ARI
ARICANDUVA,701.0,637.0,2008.0,set-08,Aricanduva,4386,ARI
ARICANDUVA,714.0,236.0,2008.0,dez-08,Aricanduva,4386,ARI
ARICANDUVA,891.0,248.0,2009.0,mar-09,Aricanduva,4219,ARI
ARICANDUVA,890.0,330.0,2009.0,jun-09,Aricanduva,4219,ARI
ARICANDUVA,884.0,332.0,2009.0,set-09,Aricanduva,4219,ARI
ARICANDUVA,878.0,289.0,2009.0,dez-09,Aricanduva,4219,ARI
ARICANDUVA,893.0,303.0,2010.0,mar-10,Aricanduva,4064,ARI
ARICANDUVA,899.0,408.0,2010.0,jun-10,Aricanduva,4064,ARI
ARICANDUVA,986.0,560.0,2010.0,set-10,Aricanduva,4064,ARI
ARICANDUVA,966.0,399.0,2010.0,dez-10,Aricanduva,4064,ARI
ARICANDUVA,1300.0,535.0,2011.0,mar-11,Aricanduva,4132,ARI
ARICANDUVA,1303.0,596.0,2011.0,jun-11,Aricanduva,4132,ARI
ARICANDUVA,1306.0,732.0,2011.0,set-11,Aricanduva,4132,ARI
ARICANDUVA,1299.0,407.0,2011.0,dez-11,Aricanduva,4132,ARI
ARICANDUVA,1253.0,600.0,2012.0,mar-12,Aricanduva,4198,ARI
ARICANDUVA,1259.0,731.0,2012.0,jun-12,Aricanduva,4198,ARI
ARICANDUVA,1258.0,914.0,2012.0,set-12,Aricanduva,4198,ARI
ARICANDUVA,1256.0,464.0,2012.0,dez-12,Aricanduva,4198,ARI
ARICANDUVA,1199.0,537.0,2013.0,mar-13,Aricanduva,4264,ARI
ARICANDUVA,1227.0,618.0,2013.0,jun-13,Aricanduva,4264,ARI
ARICANDUVA,1223.0,764.0,2013.0,set-13,Aricanduva,4264,ARI
ARICANDUVA,1219.0,434.0,2013.0,dez-13,Aricanduva,4264,ARI
ARICANDUVA,1282.0,485.0,2014.0,mar-14,Aricanduva,4330,ARI
ARICANDUVA,1320.0,625.0,2014.0,jun-14,Aricanduva,4330,ARI
ARICANDUVA,1487.0,564.0,2014.0,set-14,Aricanduva,4330,ARI
ARICANDUVA,1505.0,321.0,2014.0,dez-14,Aricanduva,4330,ARI
ARICANDUVA,1520.0,392.0,2015.0,mar-15,Aricanduva,4390,ARI
ARICANDUVA,1579.0,493.0,2015.0,jun-15,Aricanduva,4390,ARI
ARICANDUVA,1575.0,637.0,2015.0,set-15,Aricanduva,4390,ARI
ARICANDUVA,1581.0,343.0,2015.0,dez-15,Aricanduva,4390,ARI
ARICANDUVA,1507.0,504.0,2016.0,mar-16,Aricanduva,4273,ARI
ARICANDUVA,1517.0,595.0,2016.0,jun-16,Aricanduva,4273,ARI
ARICANDUVA,1517.0,741.0,2016.0,set-16,Aricanduva,4273,ARI
ARICANDUVA,1520.0,342.0,2016.0,dez-16,Aricanduva,4273,ARI
ARICANDUVA,1570.0,566.0,2017.0,mar-17,Aricanduva,4156,ARI
ARICANDUVA,1577.0,616.0,2017.0,jun-17,Aricanduva,4156,ARI
ARICANDUVA,1574.0,753.0,2017.0,set-17,Aricanduva,4156,ARI
ARICANDUVA,1583.0,364.0,2017.0,dez-17,Aricanduva,4156,ARI
ARTUR ALVIM,901.0,670.0,2006.0,jun-06,Artur Alvim,5689,AAL
ARTUR ALVIM,915.0,893.0,2006.0,set-06,Artur Alvim,5689,AAL
ARTUR ALVIM,854.0,1368.0,2006.0,dez-06,Artur Alvim,5689,AAL
ARTUR ALVIM,993.0,799.0,2007.0,mar-07,Artur Alvim,5503,AAL
ARTUR ALVIM,1181.0,649.0,2007.0,jun-07,Artur Alvim,5503,AAL
ARTUR ALVIM,1199.0,1165.0,2007.0,set-07,Artur Alvim,5503,AAL
ARTUR ALVIM,1217.0,593.0,2007.0,dez-07,Artur Alvim,5503,AAL
ARTUR ALVIM,1295.0,700.0,2008.0,mar-08,Artur Alvim,5318,AAL
ARTUR ALVIM,1451.0,754.0,2008.0,jun-08,Artur Alvim,5318,AAL
ARTUR ALVIM,1511.0,995.0,2008.0,set-08,Artur Alvim,5318,AAL
ARTUR ALVIM,1509.0,488.0,2008.0,dez-08,Artur Alvim,5318,AAL
ARTUR ALVIM,1520.0,459.0,2009.0,mar-09,Artur Alvim,5138,AAL
ARTUR ALVIM,1536.0,646.0,2009.0,jun-09,Artur Alvim,5138,AAL
ARTUR ALVIM,1535.0,630.0,2009.0,set-09,Artur Alvim,5138,AAL
ARTUR ALVIM,1551.0,546.0,2009.0,dez-09,Artur Alvim,5138,AAL
ARTUR ALVIM,1613.0,451.0,2010.0,mar-10,Artur Alvim,4974,AAL
ARTUR ALVIM,1636.0,671.0,2010.0,jun-10,Artur Alvim,4974,AAL
ARTUR ALVIM,1655.0,979.0,2010.0,set-10,Artur Alvim,4974,AAL
ARTUR ALVIM,1626.0,892.0,2010.0,dez-10,Artur Alvim,4974,AAL
ARTUR ALVIM,2068.0,1054.0,2011.0,mar-11,Artur Alvim,5020,AAL
ARTUR ALVIM,2082.0,1278.0,2011.0,jun-11,Artur Alvim,5020,AAL
ARTUR ALVIM,2099.0,1546.0,2011.0,set-11,Artur Alvim,5020,AAL
ARTUR ALVIM,2093.0,866.0,2011.0,dez-11,Artur Alvim,5020,AAL
ARTUR ALVIM,2225.0,1198.0,2012.0,mar-12,Artur Alvim,5060,AAL
ARTUR ALVIM,2232.0,1407.0,2012.0,jun-12,Artur Alvim,5060,AAL
ARTUR ALVIM,2225.0,1647.0,2012.0,set-12,Artur Alvim,5060,AAL
ARTUR ALVIM,2232.0,706.0,2012.0,dez-12,Artur Alvim,5060,AAL
ARTUR ALVIM,2162.0,920.0,2013.0,mar-13,Artur Alvim,5103,AAL
ARTUR ALVIM,2162.0,1207.0,2013.0,jun-13,Artur Alvim,5103,AAL
ARTUR ALVIM,2159.0,1530.0,2013.0,set-13,Artur Alvim,5103,AAL
ARTUR ALVIM,2161.0,861.0,2013.0,dez-13,Artur Alvim,5103,AAL
ARTUR ALVIM,2175.0,1036.0,2014.0,mar-14,Artur Alvim,5143,AAL
ARTUR ALVIM,2173.0,1105.0,2014.0,jun-14,Artur Alvim,5143,AAL
ARTUR ALVIM,2173.0,1419.0,2014.0,set-14,Artur Alvim,5143,AAL
ARTUR ALVIM,2166.0,699.0,2014.0,dez-14,Artur Alvim,5143,AAL
ARTUR ALVIM,2205.0,926.0,2015.0,mar-15,Artur Alvim,5180,AAL
ARTUR ALVIM,2238.0,1117.0,2015.0,jun-15,Artur Alvim,5180,AAL
ARTUR ALVIM,2240.0,1420.0,2015.0,set-15,Artur Alvim,5180,AAL
ARTUR ALVIM,2334.0,557.0,2015.0,dez-15,Artur Alvim,5180,AAL
ARTUR ALVIM,2571.0,516.0,2016.0,mar-16,Artur Alvim,5047,AAL
ARTUR ALVIM,2572.0,647.0,2016.0,jun-16,Artur Alvim,5047,AAL
ARTUR ALVIM,2587.0,957.0,2016.0,set-16,Artur Alvim,5047,AAL
ARTUR ALVIM,2587.0,237.0,2016.0,dez-16,Artur Alvim,5047,AAL
ARTUR ALVIM,2573.0,497.0,2017.0,mar-17,Artur Alvim,4910,AAL
ARTUR ALVIM,2577.0,613.0,2017.0,jun-17,Artur Alvim,4910,AAL
ARTUR ALVIM,2580.0,902.0,2017.0,set-17,Artur Alvim,4910,AAL
ARTUR ALVIM,2620.0,153.0,2017.0,dez-17,Artur Alvim,4910,AAL
BARRA FUNDA,220.0,196.0,2006.0,jun-06,Barra Funda,574,BFU
BARRA FUNDA,239.0,258.0,2006.0,set-06,Barra Funda,574,BFU
BARRA FUNDA,259.0,266.0,2006.0,dez-06,Barra Funda,574,BFU
BARRA FUNDA,233.0,219.0,2007.0,mar-07,Barra Funda,575,BFU
BARRA FUNDA,230.0,197.0,2007.0,jun-07,Barra Funda,575,BFU
BARRA FUNDA,234.0,301.0,2007.0,set-07,Barra Funda,575,BFU
BARRA FUNDA,237.0,134.0,2007.0,dez-07,Barra Funda,575,BFU
BARRA FUNDA,308.0,82.0,2008.0,mar-08,Barra Funda,577,BFU
BARRA FUNDA,333.0,95.0,2008.0,jun-08,Barra Funda,577,BFU
BARRA FUNDA,333.0,127.0,2008.0,set-08,Barra Funda,577,BFU
BARRA FUNDA,341.0,62.0,2008.0,dez-08,Barra Funda,577,BFU
BARRA FUNDA,294.0,60.0,2009.0,mar-09,Barra Funda,580,BFU
BARRA FUNDA,291.0,104.0,2009.0,jun-09,Barra Funda,580,BFU
BARRA FUNDA,285.0,104.0,2009.0,set-09,Barra Funda,580,BFU
BARRA FUNDA,287.0,49.0,2009.0,dez-09,Barra Funda,580,BFU
BARRA FUNDA,284.0,56.0,2010.0,mar-10,Barra Funda,583,BFU
BARRA FUNDA,283.0,81.0,2010.0,jun-10,Barra Funda,583,BFU
BARRA FUNDA,290.0,117.0,2010.0,set-10,Barra Funda,583,BFU
BARRA FUNDA,283.0,81.0,2010.0,dez-10,Barra Funda,583,BFU
BARRA FUNDA,377.0,112.0,2011.0,mar-11,Barra Funda,633,BFU
BARRA FUNDA,380.0,127.0,2011.0,jun-11,Barra Funda,633,BFU
BARRA FUNDA,379.0,177.0,2011.0,set-11,Barra Funda,633,BFU
BARRA FUNDA,375.0,85.0,2011.0,dez-11,Barra Funda,633,BFU
BARRA FUNDA,379.0,122.0,2012.0,mar-12,Barra Funda,684,BFU
BARRA FUNDA,384.0,148.0,2012.0,jun-12,Barra Funda,684,BFU
BARRA FUNDA,382.0,169.0,2012.0,set-12,Barra Funda,684,BFU
BARRA FUNDA,379.0,39.0,2012.0,dez-12,Barra Funda,684,BFU
BARRA FUNDA,379.0,47.0,2013.0,mar-13,Barra Funda,742,BFU
BARRA FUNDA,386.0,72.0,2013.0,jun-13,Barra Funda,742,BFU
BARRA FUNDA,388.0,105.0,2013.0,set-13,Barra Funda,742,BFU
BARRA FUNDA,383.0,27.0,2013.0,dez-13,Barra Funda,742,BFU
BARRA FUNDA,379.0,47.0,2014.0,mar-14,Barra Funda,800,BFU
BARRA FUNDA,361.0,70.0,2014.0,jun-14,Barra Funda,800,BFU
BARRA FUNDA,385.0,106.0,2014.0,set-14,Barra Funda,800,BFU
BARRA FUNDA,383.0,53.0,2014.0,dez-14,Barra Funda,800,BFU
BARRA FUNDA,370.0,43.0,2015.0,mar-15,Barra Funda,862,BFU
BARRA FUNDA,370.0,65.0,2015.0,jun-15,Barra Funda,862,BFU
BARRA FUNDA,364.0,83.0,2015.0,set-15,Barra Funda,862,BFU
BARRA FUNDA,359.0,19.0,2015.0,dez-15,Barra Funda,862,BFU
BARRA FUNDA,374.0,30.0,2016.0,mar-16,Barra Funda,838,BFU
BARRA FUNDA,371.0,52.0,2016.0,jun-16,Barra Funda,838,BFU
BARRA FUNDA,371.0,77.0,2016.0,set-16,Barra Funda,838,BFU
BARRA FUNDA,372.0,11.0,2016.0,dez-16,Barra Funda,838,BFU
BARRA FUNDA,329.0,42.0,2017.0,mar-17,Barra Funda,813,BFU
BARRA FUNDA,335.0,70.0,2017.0,jun-17,Barra Funda,813,BFU
BARRA FUNDA,335.0,91.0,2017.0,set-17,Barra Funda,813,BFU
BARRA FUNDA,337.0,26.0,2017.0,dez-17,Barra Funda,813,BFU
BELA VISTA,493.0,738.0,2006.0,jun-06,Bela Vista,2342,BVI
BELA VISTA,551.0,818.0,2006.0,set-06,Bela Vista,2342,BVI
BELA VISTA,605.0,808.0,2006.0,dez-06,Bela Vista,2342,BVI
BELA VISTA,546.0,887.0,2007.0,mar-07,Bela Vista,2306,BVI
BELA VISTA,562.0,827.0,2007.0,jun-07,Bela Vista,2306,BVI
BELA VISTA,574.0,1256.0,2007.0,set-07,Bela Vista,2306,BVI
BELA VISTA,599.0,742.0,2007.0,dez-07,Bela Vista,2306,BVI
BELA VISTA,624.0,719.0,2008.0,mar-08,Bela Vista,2272,BVI
BELA VISTA,649.0,792.0,2008.0,jun-08,Bela Vista,2272,BVI
BELA VISTA,649.0,882.0,2008.0,set-08,Bela Vista,2272,BVI
BELA VISTA,648.0,347.0,2008.0,dez-08,Bela Vista,2272,BVI
BELA VISTA,688.0,410.0,2009.0,mar-09,Bela Vista,2235,BVI
BELA VISTA,765.0,519.0,2009.0,jun-09,Bela Vista,2235,BVI
BELA VISTA,756.0,541.0,2009.0,set-09,Bela Vista,2235,BVI
BELA VISTA,755.0,418.0,2009.0,dez-09,Bela Vista,2235,BVI
BELA VISTA,691.0,532.0,2010.0,mar-10,Bela Vista,2194,BVI
BELA VISTA,707.0,678.0,2010.0,jun-10,Bela Vista,2194,BVI
BELA VISTA,839.0,634.0,2010.0,set-10,Bela Vista,2194,BVI
BELA VISTA,841.0,293.0,2010.0,dez-10,Bela Vista,2194,BVI
BELA VISTA,1257.0,408.0,2011.0,mar-11,Bela Vista,2429,BVI
BELA VISTA,1267.0,485.0,2011.0,jun-11,Bela Vista,2429,BVI
BELA VISTA,1301.0,576.0,2011.0,set-11,Bela Vista,2429,BVI
BELA VISTA,1271.0,148.0,2011.0,dez-11,Bela Vista,2429,BVI
BELA VISTA,1474.0,289.0,2012.0,mar-12,Bela Vista,2678,BVI
BELA VISTA,1471.0,372.0,2012.0,jun-12,Bela Vista,2678,BVI
BELA VISTA,1463.0,499.0,2012.0,set-12,Bela Vista,2678,BVI
BELA VISTA,1461.0,133.0,2012.0,dez-12,Bela Vista,2678,BVI
BELA VISTA,1300.0,257.0,2013.0,mar-13,Bela Vista,2945,BVI
BELA VISTA,1313.0,411.0,2013.0,jun-13,Bela Vista,2945,BVI
BELA VISTA,1317.0,533.0,2013.0,set-13,Bela Vista,2945,BVI
BELA VISTA,1322.0,228.0,2013.0,dez-13,Bela Vista,2945,BVI
BELA VISTA,1300.0,343.0,2014.0,mar-14,Bela Vista,3227,BVI
BELA VISTA,1305.0,461.0,2014.0,jun-14,Bela Vista,3227,BVI
BELA VISTA,1302.0,636.0,2014.0,set-14,Bela Vista,3227,BVI
BELA VISTA,1298.0,293.0,2014.0,dez-14,Bela Vista,3227,BVI
BELA VISTA,1318.0,380.0,2015.0,mar-15,Bela Vista,3525,BVI
BELA VISTA,1348.0,436.0,2015.0,jun-15,Bela Vista,3525,BVI
BELA VISTA,1360.0,467.0,2015.0,set-15,Bela Vista,3525,BVI
BELA VISTA,1420.0,152.0,2015.0,dez-15,Bela Vista,3525,BVI
BELA VISTA,1462.0,317.0,2016.0,mar-16,Bela Vista,3443,BVI
BELA VISTA,1482.0,434.0,2016.0,jun-16,Bela Vista,3443,BVI
BELA VISTA,1494.0,586.0,2016.0,set-16,Bela Vista,3443,BVI
BELA VISTA,1489.0,256.0,2016.0,dez-16,Bela Vista,3443,BVI
BELA VISTA,1490.0,377.0,2017.0,mar-17,Bela Vista,3350,BVI
BELA VISTA,1493.0,507.0,2017.0,jun-17,Bela Vista,3350,BVI
BELA VISTA,1495.0,664.0,2017.0,set-17,Bela Vista,3350,BVI
