"Código Localidade";"Nome Localidade";"Ano";"Faixa Etária - Escolar";"Total"
80018;"Cangaiba";2017;"00 a 03 anos";7.807
80018;"Cangaiba";2017;"Total da Seleção";7.807
80018;"Cangaiba";2017;"Total Geral da População";137.547
80019;"Capão Redondo";2017;"00 a 03 anos";18.271
80019;"Capão Redondo";2017;"Total da Seleção";18.271
80019;"Capão Redondo";2017;"Total Geral da População";288.252
80020;"Carrão";2017;"00 a 03 anos";3.525
80020;"Carrão";2017;"Total da Seleção";3.525
80020;"Carrão";2017;"Total Geral da População";84.638
80021;"Casa Verde";2017;"00 a 03 anos";4.551
80021;"Casa Verde";2017;"Total da Seleção";4.551
80021;"Casa Verde";2017;"Total Geral da População";86.010
80022;"Cidade Ademar";2017;"00 a 03 anos";17.354
80022;"Cidade Ademar";2017;"Total da Seleção";17.354
80022;"Cidade Ademar";2017;"Total Geral da População";280.503
80023;"Cidade Dutra";2017;"00 a 03 anos";11.462
80023;"Cidade Dutra";2017;"Total da Seleção";11.462
80023;"Cidade Dutra";2017;"Total Geral da População";200.624
80024;"Cidade Lider";2017;"00 a 03 anos";7.408
80024;"Cidade Lider";2017;"Total da Seleção";7.408
80024;"Cidade Lider";2017;"Total Geral da População";132.787
80025;"Cidade Tiradentes";2017;"00 a 03 anos";14.531
80025;"Cidade Tiradentes";2017;"Total da Seleção";14.531
80025;"Cidade Tiradentes";2017;"Total Geral da População";228.131
80026;"Consolação";2017;"00 a 03 anos";1.875
80026;"Consolação";2017;"Total da Seleção";1.875
80026;"Consolação";2017;"Total Geral da População";57.449
80027;"Cursino";2017;"00 a 03 anos";5.304
80027;"Cursino";2017;"Total da Seleção";5.304
80027;"Cursino";2017;"Total Geral da População";112.578
80028;"Ermelino Matarazzo";2017;"00 a 03 anos";6.717
80028;"Ermelino Matarazzo";2017;"Total da Seleção";6.717
80028;"Ermelino Matarazzo";2017;"Total Geral da População";117.372
80029;"Freguesia do Ó";2017;"00 a 03 anos";7.248
80029;"Freguesia do Ó";2017;"Total da Seleção";7.248
80029;"Freguesia do Ó";2017;"Total Geral da População";140.796
80030;"Grajaú";2017;"00 a 03 anos";25.332
80030;"Grajaú";2017;"Total da Seleção";25.332
80030;"Grajaú";2017;"Total Geral da População";381.277
80031;"Guaianases";2017;"00 a 03 anos";7.037
80031;"Guaianases";2017;"Total da Seleção";7.037
80031;"Guaianases";2017;"Total Geral da População";107.809
80033;"Iguatemi";2017;"00 a 03 anos";9.634
80033;"Iguatemi";2017;"Total da Seleção";9.634
80033;"Iguatemi";2017;"Total Geral da População";143.150
80034;"Ipiranga";2017;"00 a 03 anos";5.232
80034;"Ipiranga";2017;"Total da Seleção";5.232
80034;"Ipiranga";2017;"Total Geral da População";110.785
80035;"Itaim Bibi";2017;"00 a 03 anos";3.998
80035;"Itaim Bibi";2017;"Total da Seleção";3.998
80035;"Itaim Bibi";2017;"Total Geral da População";96.225
80036;"Itaim Paulista";2017;"00 a 03 anos";14.390
80036;"Itaim Paulista";2017;"Total da Seleção";14.390
80036;"Itaim Paulista";2017;"Total Geral da População";231.474
80037;"Itaquera";2017;"00 a 03 anos";12.238
80037;"Itaquera";2017;"Total da Seleção";12.238
80037;"Itaquera";2017;"Total Geral da População";209.456
80038;"Jabaquara";2017;"00 a 03 anos";11.844
80038;"Jabaquara";2017;"Total da Seleção";11.844
80038;"Jabaquara";2017;"Total Geral da População";227.741
80039;"Jaçanã";2017;"00 a 03 anos";4.858
80039;"Jaçanã";2017;"Total da Seleção";4.858
80039;"Jaçanã";2017;"Total Geral da População";95.688
80040;"Jaguara";2017;"00 a 03 anos";1.140
80040;"Jaguara";2017;"Total da Seleção";1.140
80040;"Jaguara";2017;"Total Geral da População";24.221
80041;"Jaguaré";2017;"00 a 03 anos";2.886
80041;"Jaguaré";2017;"Total da Seleção";2.886
80041;"Jaguaré";2017;"Total Geral da População";53.715
80042;"Jaraguá";2017;"00 a 03 anos";12.705
80042;"Jaraguá";2017;"Total da Seleção";12.705
80042;"Jaraguá";2017;"Total Geral da População";205.092
80043;"Jardim Ângela";2017;"00 a 03 anos";21.567
80043;"Jardim Ângela";2017;"Total da Seleção";21.567
80043;"Jardim Ângela";2017;"Total Geral da População";325.772
80044;"Jardim Helena";2017;"00 a 03 anos";9.261
80044;"Jardim Helena";2017;"Total da Seleção";9.261
80044;"Jardim Helena";2017;"Total Geral da População";134.855
80045;"Jardim Paulista";2017;"00 a 03 anos";3.424
80045;"Jardim Paulista";2017;"Total da Seleção";3.424
80045;"Jardim Paulista";2017;"Total Geral da População";90.321
80046;"Jardim São Luís";2017;"00 a 03 anos";17.445
80046;"Jardim São Luís";2017;"Total da Seleção";17.445
80046;"Jardim São Luís";2017;"Total Geral da População";286.312
80047;"José Bonifácio";2017;"00 a 03 anos";6.716
80047;"José Bonifácio";2017;"Total da Seleção";6.716
80047;"José Bonifácio";2017;"Total Geral da População";133.281
80096;"Lajeado";2017;"00 a 03 anos";11.308
80096;"Lajeado";2017;"Total da Seleção";11.308
80096;"Lajeado";2017;"Total Geral da População";171.337
80048;"Lapa";2017;"00 a 03 anos";2.686
80048;"Lapa";2017;"Total da Seleção";2.686
80048;"Lapa";2017;"Total Geral da População";67.008
80049;"Liberdade";2017;"00 a 03 anos";3.292
80049;"Liberdade";2017;"Total da Seleção";3.292
80049;"Liberdade";2017;"Total Geral da População";71.911
80050;"Limão";2017;"00 a 03 anos";4.652
80050;"Limão";2017;"Total da Seleção";4.652
80050;"Limão";2017;"Total Geral da População";79.518
80051;"Mandaqui";2017;"00 a 03 anos";5.057
80051;"Mandaqui";2017;"Total da Seleção";5.057
80051;"Mandaqui";2017;"Total Geral da População";108.928
80052;"Marsilac";2017;"00 a 03 anos";420
80052;"Marsilac";2017;"Total da Seleção";420
80052;"Marsilac";2017;"Total Geral da População";8.343
80032;"Moema";2017;"00 a 03 anos";3.186
80032;"Moema";2017;"Total da Seleção";3.186
80032;"Moema";2017;"Total Geral da População";88.081
80053;"Mooca";2017;"00 a 03 anos";3.579
80053;"Mooca";2017;"Total da Seleção";3.579
80053;"Mooca";2017;"Total Geral da População";79.328
80054;"Morumbi";2017;"00 a 03 anos";2.868
80054;"Morumbi";2017;"Total da Seleção";2.868
80054;"Morumbi";2017;"Total Geral da População";51.416
80055;"Parelheiros";2017;"00 a 03 anos";10.320
80055;"Parelheiros";2017;"Total da Seleção";10.320
80055;"Parelheiros";2017;"Total Geral da População";146.908
80056;"Pari";2017;"00 a 03 anos";1.236
80056;"Pari";2017;"Total da Seleção";1.236
80056;"Pari";2017;"Total Geral da População";18.595
80057;"Parque do Carmo";2017;"00 a 03 anos";4.130
80057;"Parque do Carmo";2017;"Total da Seleção";4.130
80057;"Parque do Carmo";2017;"Total Geral da População";70.756
80058;"Pedreira";2017;"00 a 03 anos";8.928
80058;"Pedreira";2017;"Total da Seleção";8.928
80058;"Pedreira";2017;"Total Geral da População";156.063
80059;"Penha";2017;"00 a 03 anos";6.084
80059;"Penha";2017;"Total da Seleção";6.084
80059;"Penha";2017;"Total Geral da População";128.915
80060;"Perdizes";2017;"00 a 03 anos";4.170
80060;"Perdizes";2017;"Total da Seleção";4.170
80060;"Perdizes";2017;"Total Geral da População";114.073
80061;"Perus";2017;"00 a 03 anos";5.885
80061;"Perus";2017;"Total da Seleção";5.885
80061;"Perus";2017;"Total Geral da População";86.566
80062;"Pinheiros";2017;"00 a 03 anos";2.445
80062;"Pinheiros";2017;"Total da Seleção";2.445
80062;"Pinheiros";2017;"Total Geral da População";65.866
80063;"Pirituba";2017;"00 a 03 anos";8.880
80063;"Pirituba";2017;"Total da Seleção";8.880
80063;"Pirituba";2017;"Total Geral da População";170.344
80064;"Ponte Rasa";2017;"00 a 03 anos";4.443
80064;"Ponte Rasa";2017;"Total da Seleção";4.443
80064;"Ponte Rasa";2017;"Total Geral da População";90.882
80065;"Raposo Tavares";2017;"00 a 03 anos";6.713
80065;"Raposo Tavares";2017;"Total da Seleção";6.713
80065;"Raposo Tavares";2017;"Total Geral da População";105.358
80066;"República";2017;"00 a 03 anos";2.920
80066;"República";2017;"Total da Seleção";2.920
80066;"República";2017;"Total Geral da População";60.769
80067;"Rio Pequeno";2017;"00 a 03 anos";8.021
80067;"Rio Pequeno";2017;"Total da Seleção";8.021
80067;"Rio Pequeno";2017;"Total Geral da População";122.290
80068;"Sacomã";2017;"00 a 03 anos";13.132
80068;"Sacomã";2017;"Total da Seleção";13.132
80068;"Sacomã";2017;"Total Geral da População";259.341
80069;"Santa Cecília";2017;"00 a 03 anos";3.956
80069;"Santa Cecília";2017;"Total da Seleção";3.956
80069;"Santa Cecília";2017;"Total Geral da População";87.470
80070;"Santana";2017;"00 a 03 anos";4.932
80070;"Santana";2017;"Total da Seleção";4.932
80070;"Santana";2017;"Total Geral da População";114.678
80071;"Santo Amaro";2017;"00 a 03 anos";2.894
80071;"Santo Amaro";2017;"Total da Seleção";2.894
80071;"Santo Amaro";2017;"Total Geral da População";73.982
80095;"São Domingos";2017;"00 a 03 anos";4.240
80095;"São Domingos";2017;"Total da Seleção";4.240
80095;"São Domingos";2017;"Total Geral da População";85.963
80072;"São Lucas";2017;"00 a 03 anos";6.375
80072;"São Lucas";2017;"Total da Seleção";6.375
80072;"São Lucas";2017;"Total Geral da População";142.953
80073;"São Mateus";2017;"00 a 03 anos";8.849
80073;"São Mateus";2017;"Total da Seleção";8.849
80073;"São Mateus";2017;"Total Geral da População";155.084
80074;"São Miguel";2017;"00 a 03 anos";5.949
80074;"São Miguel";2017;"Total da Seleção";5.949
80074;"São Miguel";2017;"Total Geral da População";89.739
80075;"São Rafael";2017;"00 a 03 anos";8.890
80075;"São Rafael";2017;"Total da Seleção";8.890
80075;"São Rafael";2017;"Total Geral da População";155.097
80076;"Sapopemba";2017;"00 a 03 anos";16.380
80076;"Sapopemba";2017;"Total da Seleção";16.380
80076;"Sapopemba";2017;"Total Geral da População";288.311
80077;"Saúde";2017;"00 a 03 anos";5.242
80077;"Saúde";2017;"Total da Seleção";5.242
80077;"Saúde";2017;"Total Geral da População";133.527
80078;"Sé";2017;"00 a 03 anos";1.892
80078;"Sé";2017;"Total da Seleção";1.892
80078;"Sé";2017;"Total Geral da População";25.887
80079;"Socorro";2017;"00 a 03 anos";1.655
80079;"Socorro";2017;"Total da Seleção";1.655
80079;"Socorro";2017;"Total Geral da População";36.516
80080;"Tatuapé";2017;"00 a 03 anos";3.814
80080;"Tatuapé";2017;"Total da Seleção";3.814
80080;"Tatuapé";2017;"Total Geral da População";95.021
80081;"Tremembé";2017;"00 a 03 anos";13.139
80081;"Tremembé";2017;"Total da Seleção";13.139
80081;"Tremembé";2017;"Total Geral da População";216.117
80082;"Tucuruvi";2017;"00 a 03 anos";4.020
80082;"Tucuruvi";2017;"Total da Seleção";4.020
80082;"Tucuruvi";2017;"Total Geral da População";97.102
80083;"Vila Andrade";2017;"00 a 03 anos";8.400
80083;"Vila Andrade";2017;"Total da Seleção";8.400
80083;"Vila Andrade";2017;"Total Geral da População";153.695
80084;"Vila Curuçá";2017;"00 a 03 anos";8.772
80084;"Vila Curuçá";2017;"Total da Seleção";8.772
80084;"Vila Curuçá";2017;"Total Geral da População";151.894
80085;"Vila Formosa";2017;"00 a 03 anos";4.098
80085;"Vila Formosa";2017;"Total da Seleção";4.098
80085;"Vila Formosa";2017;"Total Geral da População";94.407
80086;"Vila Guilherme";2017;"00 a 03 anos";3.099
80086;"Vila Guilherme";2017;"Total da Seleção";3.099
80086;"Vila Guilherme";2017;"Total Geral da População";56.376
80087;"Vila Jacuí";2017;"00 a 03 anos";7.412
80087;"Vila Jacuí";2017;"Total da Seleção";7.412
80087;"Vila Jacuí";2017;"Total Geral da População";144.645
80088;"Vila Leopoldina";2017;"00 a 03 anos";1.891
80088;"Vila Leopoldina";2017;"Total da Seleção";1.891
80088;"Vila Leopoldina";2017;"Total Geral da População";43.756
80089;"Vila Maria";2017;"00 a 03 anos";6.834
80089;"Vila Maria";2017;"Total da Seleção";6.834
80089;"Vila Maria";2017;"Total Geral da População";113.736
80090;"Vila Mariana";2017;"00 a 03 anos";4.987
80090;"Vila Mariana";2017;"Total da Seleção";4.987
80090;"Vila Mariana";2017;"Total Geral da População";131.905
80091;"Vila Matilde";2017;"00 a 03 anos";4.855
80091;"Vila Matilde";2017;"Total da Seleção";4.855
80091;"Vila Matilde";2017;"Total Geral da População";105.491
80092;"Vila Medeiros";2017;"00 a 03 anos";6.775
80092;"Vila Medeiros";2017;"Total da Seleção";6.775
80092;"Vila Medeiros";2017;"Total Geral da População";125.021
80093;"Vila Prudente";2017;"00 a 03 anos";4.635
80093;"Vila Prudente";2017;"Total da Seleção";4.635
80093;"Vila Prudente";2017;"Total Geral da População";104.625
80094;"Vila Sônia";2017;"00 a 03 anos";6.540
80094;"Vila Sônia";2017;"Total da Seleção";6.540
80094;"Vila Sônia";2017;"Total Geral da População";118.212
