"Código Localidade";"Nome Localidade";"Ano";"Faixa Etária - Escolar";"Total"
80023;"Cidade Dutra";2013;"00 a 03 anos";11.316
80023;"Cidade Dutra";2013;"Total da Seleção";11.316
80023;"Cidade Dutra";2013;"Total Geral da População";197.913
80024;"Cidade Lider";2013;"00 a 03 anos";7.279
80024;"Cidade Lider";2013;"Total da Seleção";7.279
80024;"Cidade Lider";2013;"Total Geral da População";129.295
80025;"Cidade Tiradentes";2013;"00 a 03 anos";14.219
80025;"Cidade Tiradentes";2013;"Total da Seleção";14.219
80025;"Cidade Tiradentes";2013;"Total Geral da População";218.415
80026;"Consolação";2013;"00 a 03 anos";1.629
80026;"Consolação";2013;"Total da Seleção";1.629
80026;"Consolação";2013;"Total Geral da População";57.426
80027;"Cursino";2013;"00 a 03 anos";5.242
80027;"Cursino";2013;"Total da Seleção";5.242
80027;"Cursino";2013;"Total Geral da População";110.699
80028;"Ermelino Matarazzo";2013;"00 a 03 anos";6.726
80028;"Ermelino Matarazzo";2013;"Total da Seleção";6.726
80028;"Ermelino Matarazzo";2013;"Total Geral da População";115.311
80029;"Freguesia do Ó";2013;"00 a 03 anos";7.087
80029;"Freguesia do Ó";2013;"Total da Seleção";7.087
80029;"Freguesia do Ó";2013;"Total Geral da População";141.709
80030;"Grajaú";2013;"00 a 03 anos";24.660
80030;"Grajaú";2013;"Total da Seleção";24.660
80030;"Grajaú";2013;"Total Geral da População";369.471
80031;"Guaianases";2013;"00 a 03 anos";6.829
80031;"Guaianases";2013;"Total da Seleção";6.829
80031;"Guaianases";2013;"Total Geral da População";105.505
80033;"Iguatemi";2013;"00 a 03 anos";8.956
80033;"Iguatemi";2013;"Total da Seleção";8.956
80033;"Iguatemi";2013;"Total Geral da População";134.206
80034;"Ipiranga";2013;"00 a 03 anos";5.109
80034;"Ipiranga";2013;"Total da Seleção";5.109
80034;"Ipiranga";2013;"Total Geral da População";108.615
80035;"Itaim Bibi";2013;"00 a 03 anos";3.952
80035;"Itaim Bibi";2013;"Total da Seleção";3.952
80035;"Itaim Bibi";2013;"Total Geral da População";94.319
80036;"Itaim Paulista";2013;"00 a 03 anos";14.270
80036;"Itaim Paulista";2013;"Total da Seleção";14.270
80036;"Itaim Paulista";2013;"Total Geral da População";227.112
80037;"Itaquera";2013;"00 a 03 anos";12.210
80037;"Itaquera";2013;"Total da Seleção";12.210
80037;"Itaquera";2013;"Total Geral da População";206.782
80038;"Jabaquara";2013;"00 a 03 anos";11.885
80038;"Jabaquara";2013;"Total da Seleção";11.885
80038;"Jabaquara";2013;"Total Geral da População";225.492
80039;"Jaçanã";2013;"00 a 03 anos";4.996
80039;"Jaçanã";2013;"Total da Seleção";4.996
80039;"Jaçanã";2013;"Total Geral da População";95.105
80040;"Jaguara";2013;"00 a 03 anos";1.139
80040;"Jaguara";2013;"Total da Seleção";1.139
80040;"Jaguara";2013;"Total Geral da População";24.602
80041;"Jaguaré";2013;"00 a 03 anos";2.840
80041;"Jaguaré";2013;"Total da Seleção";2.840
80041;"Jaguaré";2013;"Total Geral da População";51.551
80042;"Jaraguá";2013;"00 a 03 anos";11.985
80042;"Jaraguá";2013;"Total da Seleção";11.985
80042;"Jaraguá";2013;"Total Geral da População";193.695
80043;"Jardim Ângela";2013;"00 a 03 anos";21.110
80043;"Jardim Ângela";2013;"Total da Seleção";21.110
80043;"Jardim Ângela";2013;"Total Geral da População";308.424
80044;"Jardim Helena";2013;"00 a 03 anos";9.084
80044;"Jardim Helena";2013;"Total da Seleção";9.084
80044;"Jardim Helena";2013;"Total Geral da População";134.650
80045;"Jardim Paulista";2013;"00 a 03 anos";3.204
80045;"Jardim Paulista";2013;"Total da Seleção";3.204
80045;"Jardim Paulista";2013;"Total Geral da População";89.495
80046;"Jardim São Luís";2013;"00 a 03 anos";16.908
80046;"Jardim São Luís";2013;"Total da Seleção";16.908
80046;"Jardim São Luís";2013;"Total Geral da População";275.886
80047;"José Bonifácio";2013;"00 a 03 anos";6.881
80047;"José Bonifácio";2013;"Total da Seleção";6.881
80047;"José Bonifácio";2013;"Total Geral da População";128.230
80096;"Lajeado";2013;"00 a 03 anos";11.140
80096;"Lajeado";2013;"Total da Seleção";11.140
80096;"Lajeado";2013;"Total Geral da População";167.313
80048;"Lapa";2013;"00 a 03 anos";2.677
80048;"Lapa";2013;"Total da Seleção";2.677
80048;"Lapa";2013;"Total Geral da População";66.417
80049;"Liberdade";2013;"00 a 03 anos";3.100
80049;"Liberdade";2013;"Total da Seleção";3.100
80049;"Liberdade";2013;"Total Geral da População";70.402
80050;"Limão";2013;"00 a 03 anos";4.474
80050;"Limão";2013;"Total da Seleção";4.474
80050;"Limão";2013;"Total Geral da População";79.757
80051;"Mandaqui";2013;"00 a 03 anos";5.001
80051;"Mandaqui";2013;"Total da Seleção";5.001
80051;"Mandaqui";2013;"Total Geral da População";108.257
80052;"Marsilac";2013;"00 a 03 anos";438
80052;"Marsilac";2013;"Total da Seleção";438
80052;"Marsilac";2013;"Total Geral da População";8.278
80032;"Moema";2013;"00 a 03 anos";3.254
80032;"Moema";2013;"Total da Seleção";3.254
80032;"Moema";2013;"Total Geral da População";85.621
80053;"Mooca";2013;"00 a 03 anos";3.446
80053;"Mooca";2013;"Total da Seleção";3.446
80053;"Mooca";2013;"Total Geral da População";77.435
80054;"Morumbi";2013;"00 a 03 anos";2.616
80054;"Morumbi";2013;"Total da Seleção";2.616
80054;"Morumbi";2013;"Total Geral da População";48.968
80055;"Parelheiros";2013;"00 a 03 anos";9.540
80055;"Parelheiros";2013;"Total da Seleção";9.540
80055;"Parelheiros";2013;"Total Geral da População";137.818
80056;"Pari";2013;"00 a 03 anos";1.114
80056;"Pari";2013;"Total da Seleção";1.114
80056;"Pari";2013;"Total Geral da População";17.875
80057;"Parque do Carmo";2013;"00 a 03 anos";4.135
80057;"Parque do Carmo";2013;"Total da Seleção";4.135
80057;"Parque do Carmo";2013;"Total Geral da População";69.346
80058;"Pedreira";2013;"00 a 03 anos";8.943
80058;"Pedreira";2013;"Total da Seleção";8.943
80058;"Pedreira";2013;"Total Geral da População";149.334
80059;"Penha";2013;"00 a 03 anos";5.991
80059;"Penha";2013;"Total da Seleção";5.991
80059;"Penha";2013;"Total Geral da População";128.397
80060;"Perdizes";2013;"00 a 03 anos";4.122
80060;"Perdizes";2013;"Total da Seleção";4.122
80060;"Perdizes";2013;"Total Geral da População";112.592
80061;"Perus";2013;"00 a 03 anos";5.545
80061;"Perus";2013;"Total da Seleção";5.545
80061;"Perus";2013;"Total Geral da População";82.882
80062;"Pinheiros";2013;"00 a 03 anos";2.408
80062;"Pinheiros";2013;"Total da Seleção";2.408
80062;"Pinheiros";2013;"Total Geral da População";65.643
80063;"Pirituba";2013;"00 a 03 anos";8.882
80063;"Pirituba";2013;"Total da Seleção";8.882
80063;"Pirituba";2013;"Total Geral da População";169.010
80064;"Ponte Rasa";2013;"00 a 03 anos";4.592
80064;"Ponte Rasa";2013;"Total da Seleção";4.592
80064;"Ponte Rasa";2013;"Total Geral da População";92.545
80065;"Raposo Tavares";2013;"00 a 03 anos";6.461
80065;"Raposo Tavares";2013;"Total da Seleção";6.461
80065;"Raposo Tavares";2013;"Total Geral da População";102.421
80066;"República";2013;"00 a 03 anos";2.614
80066;"República";2013;"Total da Seleção";2.614
80066;"República";2013;"Total Geral da População";58.784
80067;"Rio Pequeno";2013;"00 a 03 anos";7.439
80067;"Rio Pequeno";2013;"Total da Seleção";7.439
80067;"Rio Pequeno";2013;"Total Geral da População";120.168
80068;"Sacomã";2013;"00 a 03 anos";13.223
80068;"Sacomã";2013;"Total da Seleção";13.223
80068;"Sacomã";2013;"Total Geral da População";252.963
80069;"Santa Cecília";2013;"00 a 03 anos";3.619
80069;"Santa Cecília";2013;"Total da Seleção";3.619
80069;"Santa Cecília";2013;"Total Geral da População";85.500
80070;"Santana";2013;"00 a 03 anos";4.747
80070;"Santana";2013;"Total da Seleção";4.747
80070;"Santana";2013;"Total Geral da População";116.916
80071;"Santo Amaro";2013;"00 a 03 anos";2.901
80071;"Santo Amaro";2013;"Total da Seleção";2.901
80071;"Santo Amaro";2013;"Total Geral da População";72.784
80095;"São Domingos";2013;"00 a 03 anos";4.342
80095;"São Domingos";2013;"Total da Seleção";4.342
80095;"São Domingos";2013;"Total Geral da População";85.336
80072;"São Lucas";2013;"00 a 03 anos";6.569
80072;"São Lucas";2013;"Total da Seleção";6.569
80072;"São Lucas";2013;"Total Geral da População";142.709
80073;"São Mateus";2013;"00 a 03 anos";8.821
80073;"São Mateus";2013;"Total da Seleção";8.821
80073;"São Mateus";2013;"Total Geral da População";154.990
80074;"São Miguel";2013;"00 a 03 anos";5.668
80074;"São Miguel";2013;"Total da Seleção";5.668
80074;"São Miguel";2013;"Total Geral da População";90.919
80075;"São Rafael";2013;"00 a 03 anos";8.910
80075;"São Rafael";2013;"Total da Seleção";8.910
80075;"São Rafael";2013;"Total Geral da População";148.748
80076;"Sapopemba";2013;"00 a 03 anos";16.404
80076;"Sapopemba";2013;"Total da Seleção";16.404
80076;"Sapopemba";2013;"Total Geral da População";286.222
80077;"Saúde";2013;"00 a 03 anos";5.172
80077;"Saúde";2013;"Total da Seleção";5.172
80077;"Saúde";2013;"Total Geral da População";132.138
80078;"Sé";2013;"00 a 03 anos";1.538
80078;"Sé";2013;"Total da Seleção";1.538
80078;"Sé";2013;"Total Geral da População";24.654
80079;"Socorro";2013;"00 a 03 anos";1.614
80079;"Socorro";2013;"Total da Seleção";1.614
80079;"Socorro";2013;"Total Geral da População";37.222
80080;"Tatuapé";2013;"00 a 03 anos";3.661
80080;"Tatuapé";2013;"Total da Seleção";3.661
80080;"Tatuapé";2013;"Total Geral da População";93.226
80081;"Tremembé";2013;"00 a 03 anos";12.275
80081;"Tremembé";2013;"Total da Seleção";12.275
80081;"Tremembé";2013;"Total Geral da População";205.448
80082;"Tucuruvi";2013;"00 a 03 anos";3.995
80082;"Tucuruvi";2013;"Total da Seleção";3.995
80082;"Tucuruvi";2013;"Total Geral da População";97.944
80083;"Vila Andrade";2013;"00 a 03 anos";8.230
80083;"Vila Andrade";2013;"Total da Seleção";8.230
80083;"Vila Andrade";2013;"Total Geral da População";138.681
80084;"Vila Curuçá";2013;"00 a 03 anos";8.780
80084;"Vila Curuçá";2013;"Total da Seleção";8.780
80084;"Vila Curuçá";2013;"Total Geral da População";150.119
80085;"Vila Formosa";2013;"00 a 03 anos";4.106
80085;"Vila Formosa";2013;"Total da Seleção";4.106
80085;"Vila Formosa";2013;"Total Geral da População";94.689
80086;"Vila Guilherme";2013;"00 a 03 anos";2.892
80086;"Vila Guilherme";2013;"Total da Seleção";2.892
80086;"Vila Guilherme";2013;"Total Geral da População";55.264
80087;"Vila Jacuí";2013;"00 a 03 anos";7.816
80087;"Vila Jacuí";2013;"Total da Seleção";7.816
80087;"Vila Jacuí";2013;"Total Geral da População";143.267
80088;"Vila Leopoldina";2013;"00 a 03 anos";1.952
80088;"Vila Leopoldina";2013;"Total da Seleção";1.952
80088;"Vila Leopoldina";2013;"Total Geral da População";41.442
80089;"Vila Maria";2013;"00 a 03 anos";6.662
80089;"Vila Maria";2013;"Total da Seleção";6.662
80089;"Vila Maria";2013;"Total Geral da População";113.519
80090;"Vila Mariana";2013;"00 a 03 anos";4.700
80090;"Vila Mariana";2013;"Total da Seleção";4.700
80090;"Vila Mariana";2013;"Total Geral da População";131.190
80091;"Vila Matilde";2013;"00 a 03 anos";4.912
80091;"Vila Matilde";2013;"Total da Seleção";4.912
80091;"Vila Matilde";2013;"Total Geral da População";105.237
80092;"Vila Medeiros";2013;"00 a 03 anos";6.820
80092;"Vila Medeiros";2013;"Total da Seleção";6.820
80092;"Vila Medeiros";2013;"Total Geral da População";127.640
80093;"Vila Prudente";2013;"00 a 03 anos";4.673
80093;"Vila Prudente";2013;"Total da Seleção";4.673
80093;"Vila Prudente";2013;"Total Geral da População";104.444
80094;"Vila Sônia";2013;"00 a 03 anos";6.186
80094;"Vila Sônia";2013;"Total da Seleção";6.186
80094;"Vila Sônia";2013;"Total Geral da População";112.820
