"Código Localidade";"Nome Localidade";"Ano";"Faixa Etária - Escolar";"Total"
80015;"Campo Belo";2014;"Total da Seleção";2.862
80015;"Campo Belo";2014;"Total Geral da População";65.017
80016;"Campo Grande";2014;"00 a 03 anos";4.858
80016;"Campo Grande";2014;"Total da Seleção";4.858
80016;"Campo Grande";2014;"Total Geral da População";103.521
80017;"Campo Limpo";2014;"00 a 03 anos";13.443
80017;"Campo Limpo";2014;"Total da Seleção";13.443
80017;"Campo Limpo";2014;"Total Geral da População";218.758
80018;"Cangaiba";2014;"00 a 03 anos";7.931
80018;"Cangaiba";2014;"Total da Seleção";7.931
80018;"Cangaiba";2014;"Total Geral da População";137.061
80019;"Capão Redondo";2014;"00 a 03 anos";18.296
80019;"Capão Redondo";2014;"Total da Seleção";18.296
80019;"Capão Redondo";2014;"Total Geral da População";279.998
80020;"Carrão";2014;"00 a 03 anos";3.598
80020;"Carrão";2014;"Total da Seleção";3.598
80020;"Carrão";2014;"Total Geral da População";84.201
80021;"Casa Verde";2014;"00 a 03 anos";4.628
80021;"Casa Verde";2014;"Total da Seleção";4.628
80021;"Casa Verde";2014;"Total Geral da População";85.929
80022;"Cidade Ademar";2014;"00 a 03 anos";17.481
80022;"Cidade Ademar";2014;"Total da Seleção";17.481
80022;"Cidade Ademar";2014;"Total Geral da População";274.942
80023;"Cidade Dutra";2014;"00 a 03 anos";11.665
80023;"Cidade Dutra";2014;"Total da Seleção";11.665
80023;"Cidade Dutra";2014;"Total Geral da População";198.432
80024;"Cidade Lider";2014;"00 a 03 anos";7.480
80024;"Cidade Lider";2014;"Total da Seleção";7.480
80024;"Cidade Lider";2014;"Total Geral da População";130.224
80025;"Cidade Tiradentes";2014;"00 a 03 anos";14.420
80025;"Cidade Tiradentes";2014;"Total da Seleção";14.420
80025;"Cidade Tiradentes";2014;"Total Geral da População";220.817
80026;"Consolação";2014;"00 a 03 anos";1.744
80026;"Consolação";2014;"Total da Seleção";1.744
80026;"Consolação";2014;"Total Geral da População";57.451
80027;"Cursino";2014;"00 a 03 anos";5.436
80027;"Cursino";2014;"Total da Seleção";5.436
80027;"Cursino";2014;"Total Geral da População";111.252
80028;"Ermelino Matarazzo";2014;"00 a 03 anos";6.866
80028;"Ermelino Matarazzo";2014;"Total da Seleção";6.866
80028;"Ermelino Matarazzo";2014;"Total Geral da População";115.892
80029;"Freguesia do Ó";2014;"00 a 03 anos";7.397
80029;"Freguesia do Ó";2014;"Total da Seleção";7.397
80029;"Freguesia do Ó";2014;"Total Geral da População";141.485
80030;"Grajaú";2014;"00 a 03 anos";25.481
80030;"Grajaú";2014;"Total da Seleção";25.481
80030;"Grajaú";2014;"Total Geral da População";372.467
80031;"Guaianases";2014;"00 a 03 anos";7.055
80031;"Guaianases";2014;"Total da Seleção";7.055
80031;"Guaianases";2014;"Total Geral da População";106.020
80033;"Iguatemi";2014;"00 a 03 anos";9.342
80033;"Iguatemi";2014;"Total da Seleção";9.342
80033;"Iguatemi";2014;"Total Geral da População";136.537
80034;"Ipiranga";2014;"00 a 03 anos";5.315
80034;"Ipiranga";2014;"Total da Seleção";5.315
80034;"Ipiranga";2014;"Total Geral da População";109.220
80035;"Itaim Bibi";2014;"00 a 03 anos";4.122
80035;"Itaim Bibi";2014;"Total da Seleção";4.122
80035;"Itaim Bibi";2014;"Total Geral da População";94.935
80036;"Itaim Paulista";2014;"00 a 03 anos";14.569
80036;"Itaim Paulista";2014;"Total da Seleção";14.569
80036;"Itaim Paulista";2014;"Total Geral da População";228.149
80037;"Itaquera";2014;"00 a 03 anos";12.509
80037;"Itaquera";2014;"Total da Seleção";12.509
80037;"Itaquera";2014;"Total Geral da População";207.414
80038;"Jabaquara";2014;"00 a 03 anos";12.212
80038;"Jabaquara";2014;"Total da Seleção";12.212
80038;"Jabaquara";2014;"Total Geral da População";226.074
80039;"Jaçanã";2014;"00 a 03 anos";5.007
80039;"Jaçanã";2014;"Total da Seleção";5.007
80039;"Jaçanã";2014;"Total Geral da População";95.270
80040;"Jaguara";2014;"00 a 03 anos";1.180
80040;"Jaguara";2014;"Total da Seleção";1.180
80040;"Jaguara";2014;"Total Geral da População";24.502
80041;"Jaguaré";2014;"00 a 03 anos";2.928
80041;"Jaguaré";2014;"Total da Seleção";2.928
80041;"Jaguaré";2014;"Total Geral da População";52.145
80042;"Jaraguá";2014;"00 a 03 anos";12.491
80042;"Jaraguá";2014;"Total da Seleção";12.491
80042;"Jaraguá";2014;"Total Geral da População";196.861
80043;"Jardim Ângela";2014;"00 a 03 anos";21.612
80043;"Jardim Ângela";2014;"Total da Seleção";21.612
80043;"Jardim Ângela";2014;"Total Geral da População";313.015
80044;"Jardim Helena";2014;"00 a 03 anos";9.382
80044;"Jardim Helena";2014;"Total da Seleção";9.382
80044;"Jardim Helena";2014;"Total Geral da População";134.497
80045;"Jardim Paulista";2014;"00 a 03 anos";3.397
80045;"Jardim Paulista";2014;"Total da Seleção";3.397
80045;"Jardim Paulista";2014;"Total Geral da População";89.772
80046;"Jardim São Luís";2014;"00 a 03 anos";17.548
80046;"Jardim São Luís";2014;"Total da Seleção";17.548
80046;"Jardim São Luís";2014;"Total Geral da População";278.674
80047;"José Bonifácio";2014;"00 a 03 anos";6.845
80047;"José Bonifácio";2014;"Total da Seleção";6.845
80047;"José Bonifácio";2014;"Total Geral da População";129.670
80096;"Lajeado";2014;"00 a 03 anos";11.400
80096;"Lajeado";2014;"Total da Seleção";11.400
80096;"Lajeado";2014;"Total Geral da População";168.265
80048;"Lapa";2014;"00 a 03 anos";2.764
80048;"Lapa";2014;"Total da Seleção";2.764
80048;"Lapa";2014;"Total Geral da População";66.655
80049;"Liberdade";2014;"00 a 03 anos";3.312
80049;"Liberdade";2014;"Total da Seleção";3.312
80049;"Liberdade";2014;"Total Geral da População";70.860
80050;"Limão";2014;"00 a 03 anos";4.718
80050;"Limão";2014;"Total da Seleção";4.718
80050;"Limão";2014;"Total Geral da População";79.589
80051;"Mandaqui";2014;"00 a 03 anos";5.162
80051;"Mandaqui";2014;"Total da Seleção";5.162
80051;"Mandaqui";2014;"Total Geral da População";108.488
80052;"Marsilac";2014;"00 a 03 anos";423
80052;"Marsilac";2014;"Total da Seleção";423
80052;"Marsilac";2014;"Total Geral da População";8.283
80032;"Moema";2014;"00 a 03 anos";3.306
80032;"Moema";2014;"Total da Seleção";3.306
80032;"Moema";2014;"Total Geral da População";86.414
80053;"Mooca";2014;"00 a 03 anos";3.613
80053;"Mooca";2014;"Total da Seleção";3.613
80053;"Mooca";2014;"Total Geral da População";78.047
80054;"Morumbi";2014;"00 a 03 anos";2.823
80054;"Morumbi";2014;"Total da Seleção";2.823
80054;"Morumbi";2014;"Total Geral da População";49.694
80055;"Parelheiros";2014;"00 a 03 anos";9.994
80055;"Parelheiros";2014;"Total da Seleção";9.994
80055;"Parelheiros";2014;"Total Geral da População";140.189
80056;"Pari";2014;"00 a 03 anos";1.210
80056;"Pari";2014;"Total da Seleção";1.210
80056;"Pari";2014;"Total Geral da População";18.079
80057;"Parque do Carmo";2014;"00 a 03 anos";4.236
80057;"Parque do Carmo";2014;"Total da Seleção";4.236
80057;"Parque do Carmo";2014;"Total Geral da População";69.719
80058;"Pedreira";2014;"00 a 03 anos";8.995
80058;"Pedreira";2014;"Total da Seleção";8.995
80058;"Pedreira";2014;"Total Geral da População";151.085
80059;"Penha";2014;"00 a 03 anos";6.216
80059;"Penha";2014;"Total da Seleção";6.216
80059;"Penha";2014;"Total Geral da População";128.589
80060;"Perdizes";2014;"00 a 03 anos";4.229
80060;"Perdizes";2014;"Total da Seleção";4.229
80060;"Perdizes";2014;"Total Geral da População";113.089
80061;"Perus";2014;"00 a 03 anos";5.802
80061;"Perus";2014;"Total da Seleção";5.802
80061;"Perus";2014;"Total Geral da População";83.824
80062;"Pinheiros";2014;"00 a 03 anos";2.504
80062;"Pinheiros";2014;"Total da Seleção";2.504
80062;"Pinheiros";2014;"Total Geral da População";65.736
80063;"Pirituba";2014;"00 a 03 anos";9.116
80063;"Pirituba";2014;"Total da Seleção";9.116
80063;"Pirituba";2014;"Total Geral da População";169.376
80064;"Ponte Rasa";2014;"00 a 03 anos";4.644
80064;"Ponte Rasa";2014;"Total da Seleção";4.644
80064;"Ponte Rasa";2014;"Total Geral da População";92.082
80065;"Raposo Tavares";2014;"00 a 03 anos";6.793
80065;"Raposo Tavares";2014;"Total da Seleção";6.793
80065;"Raposo Tavares";2014;"Total Geral da População";103.204
80066;"República";2014;"00 a 03 anos";2.866
80066;"República";2014;"Total da Seleção";2.866
80066;"República";2014;"Total Geral da População";59.421
80067;"Rio Pequeno";2014;"00 a 03 anos";8.040
80067;"Rio Pequeno";2014;"Total da Seleção";8.040
80067;"Rio Pequeno";2014;"Total Geral da População";120.753
80068;"Sacomã";2014;"00 a 03 anos";13.442
80068;"Sacomã";2014;"Total da Seleção";13.442
80068;"Sacomã";2014;"Total Geral da População";254.728
80069;"Santa Cecília";2014;"00 a 03 anos";3.897
80069;"Santa Cecília";2014;"Total da Seleção";3.897
80069;"Santa Cecília";2014;"Total Geral da População";86.132
80070;"Santana";2014;"00 a 03 anos";5.007
80070;"Santana";2014;"Total da Seleção";5.007
80070;"Santana";2014;"Total Geral da População";116.270
80071;"Santo Amaro";2014;"00 a 03 anos";2.984
80071;"Santo Amaro";2014;"Total da Seleção";2.984
80071;"Santo Amaro";2014;"Total Geral da População";73.224
80095;"São Domingos";2014;"00 a 03 anos";4.391
80095;"São Domingos";2014;"Total da Seleção";4.391
80095;"São Domingos";2014;"Total Geral da População";85.499
80072;"São Lucas";2014;"00 a 03 anos";6.576
80072;"São Lucas";2014;"Total da Seleção";6.576
80072;"São Lucas";2014;"Total Geral da População";142.826
80073;"São Mateus";2014;"00 a 03 anos";9.084
80073;"São Mateus";2014;"Total da Seleção";9.084
80073;"São Mateus";2014;"Total Geral da População";154.929
80074;"São Miguel";2014;"00 a 03 anos";6.018
80074;"São Miguel";2014;"Total da Seleção";6.018
80074;"São Miguel";2014;"Total Geral da População";90.514
80075;"São Rafael";2014;"00 a 03 anos";8.945
80075;"São Rafael";2014;"Total da Seleção";8.945
80075;"São Rafael";2014;"Total Geral da População";150.415
80076;"Sapopemba";2014;"00 a 03 anos";16.784
80076;"Sapopemba";2014;"Total da Seleção";16.784
80076;"Sapopemba";2014;"Total Geral da População";286.774
80077;"Saúde";2014;"00 a 03 anos";5.391
80077;"Saúde";2014;"Total da Seleção";5.391
80077;"Saúde";2014;"Total Geral da População";132.619
80078;"Sé";2014;"00 a 03 anos";1.798
80078;"Sé";2014;"Total da Seleção";1.798
80078;"Sé";2014;"Total Geral da População";25.004
80079;"Socorro";2014;"00 a 03 anos";1.702
80079;"Socorro";2014;"Total da Seleção";1.702
80079;"Socorro";2014;"Total Geral da População";37.030
80080;"Tatuapé";2014;"00 a 03 anos";3.837
80080;"Tatuapé";2014;"Total da Seleção";3.837
80080;"Tatuapé";2014;"Total Geral da População";93.781
80081;"Tremembé";2014;"00 a 03 anos";12.873
80081;"Tremembé";2014;"Total da Seleção";12.873
80081;"Tremembé";2014;"Total Geral da População";208.343
80082;"Tucuruvi";2014;"00 a 03 anos";4.122
80082;"Tucuruvi";2014;"Total da Seleção";4.122
80082;"Tucuruvi";2014;"Total Geral da População";97.770
80083;"Vila Andrade";2014;"00 a 03 anos";8.267
80083;"Vila Andrade";2014;"Total da Seleção";8.267
80083;"Vila Andrade";2014;"Total Geral da População";143.008
80084;"Vila Curuçá";2014;"00 a 03 anos";8.903
80084;"Vila Curuçá";2014;"Total da Seleção";8.903
80084;"Vila Curuçá";2014;"Total Geral da População";150.470
80085;"Vila Formosa";2014;"00 a 03 anos";4.183
80085;"Vila Formosa";2014;"Total da Seleção";4.183
80085;"Vila Formosa";2014;"Total Geral da População";94.646
80086;"Vila Guilherme";2014;"00 a 03 anos";3.109
80086;"Vila Guilherme";2014;"Total da Seleção";3.109
80086;"Vila Guilherme";2014;"Total Geral da População";55.586
80087;"Vila Jacuí";2014;"00 a 03 anos";7.644
80087;"Vila Jacuí";2014;"Total da Seleção";7.644
80087;"Vila Jacuí";2014;"Total Geral da População";143.555
80088;"Vila Leopoldina";2014;"00 a 03 anos";1.968
80088;"Vila Leopoldina";2014;"Total da Seleção";1.968
80088;"Vila Leopoldina";2014;"Total Geral da População";42.156
80089;"Vila Maria";2014;"00 a 03 anos";6.964
80089;"Vila Maria";2014;"Total da Seleção";6.964
80089;"Vila Maria";2014;"Total Geral da População";113.525
80090;"Vila Mariana";2014;"00 a 03 anos";4.958
80090;"Vila Mariana";2014;"Total da Seleção";4.958
80090;"Vila Mariana";2014;"Total Geral da População";131.436
80091;"Vila Matilde";2014;"00 a 03 anos";4.997
80091;"Vila Matilde";2014;"Total da Seleção";4.997
80091;"Vila Matilde";2014;"Total Geral da População";105.332
80092;"Vila Medeiros";2014;"00 a 03 anos";7.021
80092;"Vila Medeiros";2014;"Total da Seleção";7.021
80092;"Vila Medeiros";2014;"Total Geral da População";126.851
80093;"Vila Prudente";2014;"00 a 03 anos";4.764
80093;"Vila Prudente";2014;"Total da Seleção";4.764
80093;"Vila Prudente";2014;"Total Geral da População";104.510
80094;"Vila Sônia";2014;"00 a 03 anos";6.531
80094;"Vila Sônia";2014;"Total da Seleção";6.531
80094;"Vila Sônia";2014;"Total Geral da População";114.377
