"Código Localidade";"Nome Localidade";"Ano";"Faixa Etária - Escolar";"Total"
80065;"Raposo Tavares";2015;"Total Geral da População";103.987
80066;"República";2015;"00 a 03 anos";3.137
80066;"República";2015;"Total da Seleção";3.137
80066;"República";2015;"Total Geral da População";60.063
80067;"Rio Pequeno";2015;"00 a 03 anos";8.674
80067;"Rio Pequeno";2015;"Total da Seleção";8.674
80067;"Rio Pequeno";2015;"Total Geral da População";121.336
80068;"Sacomã";2015;"00 a 03 anos";13.654
80068;"Sacomã";2015;"Total da Seleção";13.654
80068;"Sacomã";2015;"Total Geral da População";256.494
80069;"Santa Cecília";2015;"00 a 03 anos";4.186
80069;"Santa Cecília";2015;"Total da Seleção";4.186
80069;"Santa Cecília";2015;"Total Geral da População";86.767
80070;"Santana";2015;"00 a 03 anos";5.279
80070;"Santana";2015;"Total da Seleção";5.279
80070;"Santana";2015;"Total Geral da População";115.623
80071;"Santo Amaro";2015;"00 a 03 anos";3.077
80071;"Santo Amaro";2015;"Total da Seleção";3.077
80071;"Santo Amaro";2015;"Total Geral da População";73.664
80095;"São Domingos";2015;"00 a 03 anos";4.437
80095;"São Domingos";2015;"Total da Seleção";4.437
80095;"São Domingos";2015;"Total Geral da População";85.660
80072;"São Lucas";2015;"00 a 03 anos";6.579
80072;"São Lucas";2015;"Total da Seleção";6.579
80072;"São Lucas";2015;"Total Geral da População";142.937
80073;"São Mateus";2015;"00 a 03 anos";9.353
80073;"São Mateus";2015;"Total da Seleção";9.353
80073;"São Mateus";2015;"Total Geral da População";154.860
80074;"São Miguel";2015;"00 a 03 anos";6.381
80074;"São Miguel";2015;"Total da Seleção";6.381
80074;"São Miguel";2015;"Total Geral da População";90.106
80075;"São Rafael";2015;"00 a 03 anos";8.977
80075;"São Rafael";2015;"Total da Seleção";8.977
80075;"São Rafael";2015;"Total Geral da População";152.093
80076;"Sapopemba";2015;"00 a 03 anos";17.154
80076;"Sapopemba";2015;"Total da Seleção";17.154
80076;"Sapopemba";2015;"Total Geral da População";287.314
80077;"Saúde";2015;"00 a 03 anos";5.610
80077;"Saúde";2015;"Total da Seleção";5.610
80077;"Saúde";2015;"Total Geral da População";133.097
80078;"Sé";2015;"00 a 03 anos";2.088
80078;"Sé";2015;"Total da Seleção";2.088
80078;"Sé";2015;"Total Geral da População";25.361
80079;"Socorro";2015;"00 a 03 anos";1.792
80079;"Socorro";2015;"Total da Seleção";1.792
80079;"Socorro";2015;"Total Geral da População";36.838
80080;"Tatuapé";2015;"00 a 03 anos";4.015
80080;"Tatuapé";2015;"Total da Seleção";4.015
80080;"Tatuapé";2015;"Total Geral da População";94.334
80081;"Tremembé";2015;"00 a 03 anos";13.486
80081;"Tremembé";2015;"Total da Seleção";13.486
80081;"Tremembé";2015;"Total Geral da População";211.271
80082;"Tucuruvi";2015;"00 a 03 anos";4.243
80082;"Tucuruvi";2015;"Total da Seleção";4.243
80082;"Tucuruvi";2015;"Total Geral da População";97.590
80083;"Vila Andrade";2015;"00 a 03 anos";8.302
80083;"Vila Andrade";2015;"Total da Seleção";8.302
80083;"Vila Andrade";2015;"Total Geral da População";147.464
80084;"Vila Curuçá";2015;"00 a 03 anos";9.023
80084;"Vila Curuçá";2015;"Total da Seleção";9.023
80084;"Vila Curuçá";2015;"Total Geral da População";150.816
80085;"Vila Formosa";2015;"00 a 03 anos";4.260
80085;"Vila Formosa";2015;"Total da Seleção";4.260
80085;"Vila Formosa";2015;"Total Geral da População";94.600
80086;"Vila Guilherme";2015;"00 a 03 anos";3.336
80086;"Vila Guilherme";2015;"Total da Seleção";3.336
80086;"Vila Guilherme";2015;"Total Geral da População";55.907
80087;"Vila Jacuí";2015;"00 a 03 anos";7.472
80087;"Vila Jacuí";2015;"Total da Seleção";7.472
80087;"Vila Jacuí";2015;"Total Geral da População";143.839
80088;"Vila Leopoldina";2015;"00 a 03 anos";1.984
80088;"Vila Leopoldina";2015;"Total da Seleção";1.984
80088;"Vila Leopoldina";2015;"Total Geral da População";42.881
80089;"Vila Maria";2015;"00 a 03 anos";7.271
80089;"Vila Maria";2015;"Total da Seleção";7.271
80089;"Vila Maria";2015;"Total Geral da População";113.528
80090;"Vila Mariana";2015;"00 a 03 anos";5.220
80090;"Vila Mariana";2015;"Total da Seleção";5.220
80090;"Vila Mariana";2015;"Total Geral da População";131.677
80091;"Vila Matilde";2015;"00 a 03 anos";5.080
80091;"Vila Matilde";2015;"Total da Seleção";5.080
80091;"Vila Matilde";2015;"Total Geral da População";105.421
80092;"Vila Medeiros";2015;"00 a 03 anos";7.225
80092;"Vila Medeiros";2015;"Total da Seleção";7.225
80092;"Vila Medeiros";2015;"Total Geral da População";126.061
80093;"Vila Prudente";2015;"00 a 03 anos";4.853
80093;"Vila Prudente";2015;"Total da Seleção";4.853
80093;"Vila Prudente";2015;"Total Geral da População";104.570
80094;"Vila Sônia";2015;"00 a 03 anos";6.888
80094;"Vila Sônia";2015;"Total da Seleção";6.888
80094;"Vila Sônia";2015;"Total Geral da População";115.951
