"Código Localidade";"Nome Localidade";"Ano";"Faixa Etária - Escolar";"Total"
80056;"Pari";2016;"Total da Seleção";1.276
80056;"Pari";2016;"Total Geral da População";18.438
80057;"Parque do Carmo";2016;"00 a 03 anos";4.230
80057;"Parque do Carmo";2016;"Total da Seleção";4.230
80057;"Parque do Carmo";2016;"Total Geral da População";70.423
80058;"Pedreira";2016;"00 a 03 anos";8.987
80058;"Pedreira";2016;"Total da Seleção";8.987
80058;"Pedreira";2016;"Total Geral da População";154.450
80059;"Penha";2016;"00 a 03 anos";6.264
80059;"Penha";2016;"Total da Seleção";6.264
80059;"Penha";2016;"Total Geral da População";128.847
80060;"Perdizes";2016;"00 a 03 anos";4.255
80060;"Perdizes";2016;"Total da Seleção";4.255
80060;"Perdizes";2016;"Total Geral da População";113.831
80061;"Perus";2016;"00 a 03 anos";5.976
80061;"Perus";2016;"Total da Seleção";5.976
80061;"Perus";2016;"Total Geral da População";85.665
80062;"Pinheiros";2016;"00 a 03 anos";2.531
80062;"Pinheiros";2016;"Total da Seleção";2.531
80062;"Pinheiros";2016;"Total Geral da População";65.848
80063;"Pirituba";2016;"00 a 03 anos";9.118
80063;"Pirituba";2016;"Total da Seleção";9.118
80063;"Pirituba";2016;"Total Geral da População";170.041
80064;"Ponte Rasa";2016;"00 a 03 anos";4.566
80064;"Ponte Rasa";2016;"Total da Seleção";4.566
80064;"Ponte Rasa";2016;"Total Geral da População";91.250
80065;"Raposo Tavares";2016;"00 a 03 anos";6.926
80065;"Raposo Tavares";2016;"Total da Seleção";6.926
80065;"Raposo Tavares";2016;"Total Geral da População";104.671
80066;"República";2016;"00 a 03 anos";3.034
80066;"República";2016;"Total da Seleção";3.034
80066;"República";2016;"Total Geral da População";60.415
80067;"Rio Pequeno";2016;"00 a 03 anos";8.351
80067;"Rio Pequeno";2016;"Total da Seleção";8.351
80067;"Rio Pequeno";2016;"Total Geral da População";121.813
80068;"Sacomã";2016;"00 a 03 anos";13.392
80068;"Sacomã";2016;"Total da Seleção";13.392
80068;"Sacomã";2016;"Total Geral da População";257.917
80069;"Santa Cecília";2016;"00 a 03 anos";4.075
80069;"Santa Cecília";2016;"Total da Seleção";4.075
80069;"Santa Cecília";2016;"Total Geral da População";87.120
80070;"Santana";2016;"00 a 03 anos";5.108
80070;"Santana";2016;"Total da Seleção";5.108
80070;"Santana";2016;"Total Geral da População";115.150
80071;"Santo Amaro";2016;"00 a 03 anos";2.981
80071;"Santo Amaro";2016;"Total da Seleção";2.981
80071;"Santo Amaro";2016;"Total Geral da População";73.824
80095;"São Domingos";2016;"00 a 03 anos";4.338
80095;"São Domingos";2016;"Total da Seleção";4.338
80095;"São Domingos";2016;"Total Geral da População";85.813
80072;"São Lucas";2016;"00 a 03 anos";6.478
80072;"São Lucas";2016;"Total da Seleção";6.478
80072;"São Lucas";2016;"Total Geral da População";142.946
80073;"São Mateus";2016;"00 a 03 anos";9.100
80073;"São Mateus";2016;"Total da Seleção";9.100
80073;"São Mateus";2016;"Total Geral da População";154.973
80074;"São Miguel";2016;"00 a 03 anos";6.168
80074;"São Miguel";2016;"Total da Seleção";6.168
80074;"São Miguel";2016;"Total Geral da População";89.924
80075;"São Rafael";2016;"00 a 03 anos";8.935
80075;"São Rafael";2016;"Total da Seleção";8.935
80075;"São Rafael";2016;"Total Geral da População";153.590
80076;"Sapopemba";2016;"00 a 03 anos";16.768
80076;"Sapopemba";2016;"Total da Seleção";16.768
80076;"Sapopemba";2016;"Total Geral da População";287.816
80077;"Saúde";2016;"00 a 03 anos";5.429
80077;"Saúde";2016;"Total da Seleção";5.429
80077;"Saúde";2016;"Total Geral da População";133.313
80078;"Sé";2016;"00 a 03 anos";1.995
80078;"Sé";2016;"Total da Seleção";1.995
80078;"Sé";2016;"Total Geral da População";25.624
80079;"Socorro";2016;"00 a 03 anos";1.722
80079;"Socorro";2016;"Total da Seleção";1.722
80079;"Socorro";2016;"Total Geral da População";36.678
80080;"Tatuapé";2016;"00 a 03 anos";3.915
80080;"Tatuapé";2016;"Total da Seleção";3.915
80080;"Tatuapé";2016;"Total Geral da População";94.679
80081;"Tremembé";2016;"00 a 03 anos";13.317
80081;"Tremembé";2016;"Total da Seleção";13.317
80081;"Tremembé";2016;"Total Geral da População";213.683
80082;"Tucuruvi";2016;"00 a 03 anos";4.131
80082;"Tucuruvi";2016;"Total da Seleção";4.131
80082;"Tucuruvi";2016;"Total Geral da População";97.348
80083;"Vila Andrade";2016;"00 a 03 anos";8.349
80083;"Vila Andrade";2016;"Total da Seleção";8.349
80083;"Vila Andrade";2016;"Total Geral da População";150.549
80084;"Vila Curuçá";2016;"00 a 03 anos";8.899
80084;"Vila Curuçá";2016;"Total da Seleção";8.899
80084;"Vila Curuçá";2016;"Total Geral da População";151.357
80085;"Vila Formosa";2016;"00 a 03 anos";4.179
80085;"Vila Formosa";2016;"Total da Seleção";4.179
80085;"Vila Formosa";2016;"Total Geral da População";94.504
80086;"Vila Guilherme";2016;"00 a 03 anos";3.216
80086;"Vila Guilherme";2016;"Total da Seleção";3.216
80086;"Vila Guilherme";2016;"Total Geral da População";56.142
80087;"Vila Jacuí";2016;"00 a 03 anos";7.443
80087;"Vila Jacuí";2016;"Total da Seleção";7.443
80087;"Vila Jacuí";2016;"Total Geral da População";144.243
80088;"Vila Leopoldina";2016;"00 a 03 anos";1.938
80088;"Vila Leopoldina";2016;"Total da Seleção";1.938
80088;"Vila Leopoldina";2016;"Total Geral da População";43.316
80089;"Vila Maria";2016;"00 a 03 anos";7.054
80089;"Vila Maria";2016;"Total da Seleção";7.054
80089;"Vila Maria";2016;"Total Geral da População";113.633
80090;"Vila Mariana";2016;"00 a 03 anos";5.109
80090;"Vila Mariana";2016;"Total da Seleção";5.109
80090;"Vila Mariana";2016;"Total Geral da População";131.793
80091;"Vila Matilde";2016;"00 a 03 anos";4.968
80091;"Vila Matilde";2016;"Total da Seleção";4.968
80091;"Vila Matilde";2016;"Total Geral da População";105.457
80092;"Vila Medeiros";2016;"00 a 03 anos";7.000
80092;"Vila Medeiros";2016;"Total da Seleção";7.000
80092;"Vila Medeiros";2016;"Total Geral da População";125.543
80093;"Vila Prudente";2016;"00 a 03 anos";4.743
80093;"Vila Prudente";2016;"Total da Seleção";4.743
80093;"Vila Prudente";2016;"Total Geral da População";104.598
80094;"Vila Sônia";2016;"00 a 03 anos";6.718
80094;"Vila Sônia";2016;"Total da Seleção";6.718
80094;"Vila Sônia";2016;"Total Geral da População";117.078
