"Código Localidade";"Nome Localidade";"Ano";"Faixa Etária - Escolar";"Total"
80046;"Jardim São Luís";2012;"Total Geral da População";273.113
80047;"José Bonifácio";2012;"00 a 03 anos";6.908
80047;"José Bonifácio";2012;"Total da Seleção";6.908
80047;"José Bonifácio";2012;"Total Geral da População";126.799
80096;"Lajeado";2012;"00 a 03 anos";10.885
80096;"Lajeado";2012;"Total da Seleção";10.885
80096;"Lajeado";2012;"Total Geral da População";166.361
80048;"Lapa";2012;"00 a 03 anos";2.586
80048;"Lapa";2012;"Total da Seleção";2.586
80048;"Lapa";2012;"Total Geral da População";66.178
80049;"Liberdade";2012;"00 a 03 anos";2.899
80049;"Liberdade";2012;"Total da Seleção";2.899
80049;"Liberdade";2012;"Total Geral da População";69.945
80050;"Limão";2012;"00 a 03 anos";4.234
80050;"Limão";2012;"Total da Seleção";4.234
80050;"Limão";2012;"Total Geral da População";79.922
80051;"Mandaqui";2012;"00 a 03 anos";4.846
80051;"Mandaqui";2012;"Total da Seleção";4.846
80051;"Mandaqui";2012;"Total Geral da População";108.023
80052;"Marsilac";2012;"00 a 03 anos";458
80052;"Marsilac";2012;"Total da Seleção";458
80052;"Marsilac";2012;"Total Geral da População";8.273
80032;"Moema";2012;"00 a 03 anos";3.197
80032;"Moema";2012;"Total da Seleção";3.197
80032;"Moema";2012;"Total Geral da População";84.830
80053;"Mooca";2012;"00 a 03 anos";3.278
80053;"Mooca";2012;"Total da Seleção";3.278
80053;"Mooca";2012;"Total Geral da População";76.825
80054;"Morumbi";2012;"00 a 03 anos";2.418
80054;"Morumbi";2012;"Total da Seleção";2.418
80054;"Morumbi";2012;"Total Geral da População";48.249
80055;"Parelheiros";2012;"00 a 03 anos";9.096
80055;"Parelheiros";2012;"Total da Seleção";9.096
80055;"Parelheiros";2012;"Total Geral da População";135.482
80056;"Pari";2012;"00 a 03 anos";1.023
80056;"Pari";2012;"Total da Seleção";1.023
80056;"Pari";2012;"Total Geral da População";17.674
80057;"Parque do Carmo";2012;"00 a 03 anos";4.033
80057;"Parque do Carmo";2012;"Total da Seleção";4.033
80057;"Parque do Carmo";2012;"Total Geral da População";68.973
80058;"Pedreira";2012;"00 a 03 anos";8.885
80058;"Pedreira";2012;"Total da Seleção";8.885
80058;"Pedreira";2012;"Total Geral da População";147.597
80059;"Penha";2012;"00 a 03 anos";5.770
80059;"Penha";2012;"Total da Seleção";5.770
80059;"Penha";2012;"Total Geral da População";128.200
80060;"Perdizes";2012;"00 a 03 anos";4.010
80060;"Perdizes";2012;"Total da Seleção";4.010
80060;"Perdizes";2012;"Total Geral da População";112.093
80061;"Perus";2012;"00 a 03 anos";5.294
80061;"Perus";2012;"Total da Seleção";5.294
80061;"Perus";2012;"Total Geral da População";81.948
80062;"Pinheiros";2012;"00 a 03 anos";2.308
80062;"Pinheiros";2012;"Total da Seleção";2.308
80062;"Pinheiros";2012;"Total Geral da População";65.547
80063;"Pirituba";2012;"00 a 03 anos";8.643
80063;"Pirituba";2012;"Total da Seleção";8.643
80063;"Pirituba";2012;"Total Geral da População";168.639
80064;"Ponte Rasa";2012;"00 a 03 anos";4.541
80064;"Ponte Rasa";2012;"Total da Seleção";4.541
80064;"Ponte Rasa";2012;"Total Geral da População";93.008
80065;"Raposo Tavares";2012;"00 a 03 anos";6.133
80065;"Raposo Tavares";2012;"Total da Seleção";6.133
80065;"Raposo Tavares";2012;"Total Geral da População";101.641
80066;"República";2012;"00 a 03 anos";2.374
80066;"República";2012;"Total da Seleção";2.374
80066;"República";2012;"Total Geral da População";58.151
80067;"Rio Pequeno";2012;"00 a 03 anos";6.868
80067;"Rio Pequeno";2012;"Total da Seleção";6.868
80067;"Rio Pequeno";2012;"Total Geral da População";119.581
80068;"Sacomã";2012;"00 a 03 anos";13.002
80068;"Sacomã";2012;"Total da Seleção";13.002
80068;"Sacomã";2012;"Total Geral da População";251.202
80069;"Santa Cecília";2012;"00 a 03 anos";3.357
80069;"Santa Cecília";2012;"Total da Seleção";3.357
80069;"Santa Cecília";2012;"Total Geral da População";84.867
80070;"Santana";2012;"00 a 03 anos";4.495
80070;"Santana";2012;"Total da Seleção";4.495
80070;"Santana";2012;"Total Geral da População";117.559
80071;"Santo Amaro";2012;"00 a 03 anos";2.814
80071;"Santo Amaro";2012;"Total da Seleção";2.814
80071;"Santo Amaro";2012;"Total Geral da População";72.343
80095;"São Domingos";2012;"00 a 03 anos";4.291
80095;"São Domingos";2012;"Total da Seleção";4.291
80095;"São Domingos";2012;"Total Geral da População";85.169
80072;"São Lucas";2012;"00 a 03 anos";6.559
80072;"São Lucas";2012;"Total da Seleção";6.559
80072;"São Lucas";2012;"Total Geral da População";142.586
80073;"São Mateus";2012;"00 a 03 anos";8.553
80073;"São Mateus";2012;"Total da Seleção";8.553
80073;"São Mateus";2012;"Total Geral da População";155.046
80074;"São Miguel";2012;"00 a 03 anos";5.331
80074;"São Miguel";2012;"Total da Seleção";5.331
80074;"São Miguel";2012;"Total Geral da População";91.322
80075;"São Rafael";2012;"00 a 03 anos";8.864
80075;"São Rafael";2012;"Total da Seleção";8.864
80075;"São Rafael";2012;"Total Geral da População";147.093
80076;"Sapopemba";2012;"00 a 03 anos";16.020
80076;"Sapopemba";2012;"Total da Seleção";16.020
80076;"Sapopemba";2012;"Total Geral da População";285.660
80077;"Saúde";2012;"00 a 03 anos";4.956
80077;"Saúde";2012;"Total da Seleção";4.956
80077;"Saúde";2012;"Total Geral da População";131.652
80078;"Sé";2012;"00 a 03 anos";1.305
80078;"Sé";2012;"Total da Seleção";1.305
80078;"Sé";2012;"Total Geral da População";24.304
80079;"Socorro";2012;"00 a 03 anos";1.528
80079;"Socorro";2012;"Total da Seleção";1.528
80079;"Socorro";2012;"Total Geral da População";37.413
80080;"Tatuapé";2012;"00 a 03 anos";3.493
80080;"Tatuapé";2012;"Total da Seleção";3.493
80080;"Tatuapé";2012;"Total Geral da População";92.672
80081;"Tremembé";2012;"00 a 03 anos";11.696
80081;"Tremembé";2012;"Total da Seleção";11.696
80081;"Tremembé";2012;"Total Geral da População";202.585
80082;"Tucuruvi";2012;"00 a 03 anos";3.873
80082;"Tucuruvi";2012;"Total da Seleção";3.873
80082;"Tucuruvi";2012;"Total Geral da População";98.117
80083;"Vila Andrade";2012;"00 a 03 anos";8.185
80083;"Vila Andrade";2012;"Total da Seleção";8.185
80083;"Vila Andrade";2012;"Total Geral da População";134.480
80084;"Vila Curuçá";2012;"00 a 03 anos";8.652
80084;"Vila Curuçá";2012;"Total da Seleção";8.652
80084;"Vila Curuçá";2012;"Total Geral da População";149.761
80085;"Vila Formosa";2012;"00 a 03 anos";4.027
80085;"Vila Formosa";2012;"Total da Seleção";4.027
80085;"Vila Formosa";2012;"Total Geral da População";94.727
80086;"Vila Guilherme";2012;"00 a 03 anos";2.686
80086;"Vila Guilherme";2012;"Total da Seleção";2.686
80086;"Vila Guilherme";2012;"Total Geral da População";54.941
80087;"Vila Jacuí";2012;"00 a 03 anos";7.988
80087;"Vila Jacuí";2012;"Total da Seleção";7.988
80087;"Vila Jacuí";2012;"Total Geral da População";142.972
80088;"Vila Leopoldina";2012;"00 a 03 anos";1.934
80088;"Vila Leopoldina";2012;"Total da Seleção";1.934
80088;"Vila Leopoldina";2012;"Total Geral da População";40.737
80089;"Vila Maria";2012;"00 a 03 anos";6.366
80089;"Vila Maria";2012;"Total da Seleção";6.366
80089;"Vila Maria";2012;"Total Geral da População";113.506
80090;"Vila Mariana";2012;"00 a 03 anos";4.446
80090;"Vila Mariana";2012;"Total da Seleção";4.446
80090;"Vila Mariana";2012;"Total Geral da População";130.941
80091;"Vila Matilde";2012;"00 a 03 anos";4.827
80091;"Vila Matilde";2012;"Total da Seleção";4.827
80091;"Vila Matilde";2012;"Total Geral da População";105.140
80092;"Vila Medeiros";2012;"00 a 03 anos";6.617
80092;"Vila Medeiros";2012;"Total da Seleção";6.617
80092;"Vila Medeiros";2012;"Total Geral da População";128.429
80093;"Vila Prudente";2012;"00 a 03 anos";4.580
80093;"Vila Prudente";2012;"Total da Seleção";4.580
80093;"Vila Prudente";2012;"Total Geral da População";104.376
80094;"Vila Sônia";2012;"00 a 03 anos";5.853
80094;"Vila Sônia";2012;"Total da Seleção";5.853
80094;"Vila Sônia";2012;"Total Geral da População";111.280
